,id,etl_date,entid,name,address,code1,code2,isurban,isboard,havebond,havebond2,isbad,m001,m002,m003,m004,m005,m006,m010,m011,m012,m013,m015,m020,m021,m022,m023,m024,m025,m026,f005,f015,f022,f024,f031,f037,f039,f044,data_date
0,1194538,2020-10-15 22:36:56,4731d29ca6d2c79000d7aae267bed95a,福星惠誉控股有限公司,东西湖区武汉银湖科技产业开发园８号,914201007257685192,725768519,0,0,1,1,,,,,,,,,90.0,,57.0,0.0,0.0,,,,,,,1.298,0.0875,-0.0025,-0.0017,0.3493,1.032,1.1309,9.6826,2018-06-29
1,1194540,2020-10-15 22:36:56,634c2db90282fc1769a242ad781967ea,中国轻工集团有限公司,北京市朝阳区启阳路4号,911100001000089232,100008923,0,0,1,1,,,,,,,,,105.0,,3.0,0.0,0.0,,,,,,,1.4831,27.3509,-0.3026,-0.018,0.1829,7.4109,2.7624,-8.1031,2018-06-29
2,1194541,2020-10-15 22:36:56,6F268F84D67FC7E3E0539601A8C062C45,中国邮政集团有限公司,北京市西城区金融大街甲3号,911000000000192465,000019246,0,0,1,1,,,,,,,,,115.0,,0.0,0.0,0.0,,,,,,,55.6775,1.2768,-3.6847,-0.9381,0.0163,-0.2,27.6406,16.8398,2018-06-29
3,1194542,2020-10-15 22:36:56,6F268F84D8C8C7E3E0539601A8C062C45,华润医药控股有限公司,北京市北京经济技术开发区科创十四街99号汇龙森科技园2幢B123室,91110000710934668C,710934668,0,0,1,1,,,,,,,,,115.0,,0.0,5.0,0.0,,,,,,,6.367,9.0532,0.1249,0.0281,0.2719,-0.2677,0.3686,11.5278,2018-06-29
4,1194544,2020-10-15 22:36:56,6F268F84DB78C7E3E0539601A8C062C45,招商局蛇口工业区控股股份有限公司,广东省深圳市南山区蛇口太子路１号新时代广场,914400001000114606,100011460,0,1,1,1,,0.329379,-0.118056,-0.0260736,-0.139566,-0.103951,,,110.0,,34.0,1.0,0.0,-0.00590122,3.30508,1.64303,0.0372967,4.26514,2.02503,10.4224,0.8877,-0.1594,-0.0667,0.3048,1.1586,1.4494,19.4486,2018-06-29
5,1194546,2020-10-15 22:36:56,6F268F84DB87C7E3E0539601A8C062C45,中国国家铁路集团有限公司,北京市海淀区复兴路10号,91100000000013477B,000013477,0,0,1,1,,,,,,,,,120.0,,4.0,0.0,0.0,,,,,,,,80.1244,,,0.5693,0.6323,0.8869,11.9016,2018-06-29
6,1194547,2020-10-15 22:36:56,6F268F84DB88C7E3E0539601A8C062C45,中国旅游集团有限公司,海南省海口综合保税区跨境电商产业园国际商务中心217,91110000100005554U,100005554,0,0,1,1,,,,,,,,,110.0,,20.0,0.0,0.0,,,,,,,8.8033,10.3263,0.7135,0.0738,0.1478,-3.0386,4.2529,4.3398,2018-06-29
7,1194549,2020-10-15 22:36:56,6F268F84DB99C7E3E0539601A8C062C45,招商局公路网络科技控股股份有限公司,天津自贸试验区(东疆保税港区)鄂尔多斯路599号东疆商务中心A3楼910,91110000101717000C,101717000,0,1,1,1,,,,-0.412274,-0.13312,-0.0770975,,,110.0,,22.0,3.0,0.0,-0.303857,4.03254,3.15031,-0.482092,3.72279,2.84064,19.7674,5.3421,0.8465,0.5579,0.157,6.0996,1.9909,5.688,2018-06-29
8,1194552,2020-10-15 22:36:56,6F268F84E1CCC7E3E0539601A8C062C45,中国联合网络通信有限公司,北京市西城区金融大街21号,91110000710939135P,710939135,0,0,1,1,,,,,,,,,120.0,,3.0,0.0,0.0,,,,,,,14.6407,73.4001,2.1582,0.3338,0.1321,6.3244,0.7977,0.0204,2018-06-29
9,1194553,2020-10-15 22:36:56,6F268F84E784C7E3E0539601A8C062C45,中国三峡新能源(集团)股份有限公司,北京市通州区贡院街1号院1号楼二层206-23室,9111000010000376X7,10000376X,0,0,1,1,,,,,,,,,120.0,1.0,0.0,0.0,0.0,,,,,,,,,0.7881,0.6916,0.4718,0.8412,0.5165,31.0029,2018-06-29
10,1194555,2020-10-15 22:36:56,6F268F84E958C7E3E0539601A8C062C45,中国核工业建设股份有限公司,上海市青浦区蟠龙路500号,91110000717828569P,717828569,0,1,1,1,,-0.622371,-0.337248,-0.230769,-0.191402,-0.131868,1.0,,110.0,,0.0,1.0,0.0,-0.147259,2.53357,1.32001,-0.214514,2.41104,0.907152,3.2752,7.0867,0.197,0.0523,0.2591,0.6374,0.7105,9.5827,2018-06-29
11,1194556,2020-10-15 22:36:56,6F268F84E99EC7E3E0539601A8C062C45,保利文化集团股份有限公司,北京市东城区朝阳门北大街1号20层A区,9111000071092593XT,71092593X,0,0,1,1,,,,,,,,,95.0,,5.0,0.0,0.0,,,,,,,47.644,3.5448,-0.4822,-0.2426,0.2027,34.8815,1.1074,29.4103,2018-06-29
12,1194557,2020-10-15 22:36:56,6F268F84EFB4C7E3E0539601A8C062C45,恒泰艾普集团股份有限公司,北京市海淀区丰秀中路3号院4号楼401室,91110000773370273Q,773370273,0,1,1,1,,-0.400369,-0.343434,-0.287281,-0.0606936,-0.131016,5.0,,85.0,,29.0,5.0,0.0,-0.128506,4.12861,4.10891,-0.217227,4.41321,3.5529,-2.1142,9.3507,-0.1322,-0.0628,0.288,3.2557,0.8991,116.951,2018-06-29
13,1194558,2020-10-15 22:36:56,6F268F84F1DDC7E3E0539601A8C062C45,华融融德资产管理有限公司,北京市北京经济技术开发区科创十四街99号2号楼B115室,91110000717866354C,717866354,0,0,1,1,,,,,,,,,105.0,,40.0,0.0,0.0,,,,,,,,0.008,1.151,7297.1,0.7775,0.1583,0.2714,38.2212,2018-06-29
14,1194559,2020-10-15 22:36:56,6F268F84F6BEC7E3E0539601A8C062C45,中信国安集团有限公司,北京市朝阳区关东店北街１号,91100000710927046U,710927046,0,0,1,1,20190428,,,,,,,,90.0,,9.0,0.0,0.0,,,,,,,1.6063,8.3613,0.0889,0.0137,0.6219,-0.047,0.4649,2.9115,2018-06-29
15,1194560,2020-10-15 22:36:56,6F268F8504DEC7E3E0539601A8C062C45,联想控股股份有限公司,北京市海淀区科学院南路2号院1号楼17层1701,911100001011122986,101112298,0,0,1,1,,,,,,,,,110.0,,3.0,0.0,1.0,,,,,,,3.9082,5.2916,0.0038,-0.017,0.2943,-0.1752,1.1525,3.0331,2018-06-29
16,1194561,2020-10-15 22:36:56,6F268F851015C7E3E0539601A8C062C45,中国中材集团有限公司,北京市西城区西直门内北顺城街11号,91110000100003604X,100003604,0,0,1,1,,,,,,,,,105.0,-1.0,5.0,0.0,0.0,,,,,,,6.1237,38.5348,0.1664,0.0449,0.3228,0.3311,0.9728,8.8489,2018-06-29
17,1194562,2020-10-15 22:36:56,6F268F851D22C7E3E0539601A8C062C45,中国昊华化工集团股份有限公司,北京市朝阳区小营路19号,91110000100012906M,100012906,0,0,1,1,,,,,,,,,90.0,,1.0,3.0,0.0,,,,,,,2.613,31.4172,0.1722,0.1016,0.3985,0.6504,0.6809,2.0167,2018-06-29
18,1194563,2020-10-15 22:36:56,6F268F851E1EC7E3E0539601A8C062C45,中国供销集团有限公司,北京市西城区宣武门外大街甲1号,91100000717826328J,717826328,0,0,1,1,,,,,,,,,105.0,,0.0,3.0,0.0,,,,,,,1.6238,12.1429,0.1302,0.0577,0.5689,0.1449,0.2814,-4.0768,2018-06-29
19,1194564,2020-10-15 22:36:56,6F268F851F0EC7E3E0539601A8C062C45,大唐国际发电股份有限公司,北京市西城区广宁伯街9号,91110000100017336T,100017336,0,1,1,1,,-0.223077,-0.338428,-0.26988,-0.181081,-0.0928144,10.0,,115.0,,83.0,12.0,0.0,-0.162921,1.97107,0.16575,-0.254427,1.95888,0.133237,3.3299,77.0952,0.4264,0.2381,0.5973,0.2937,0.1379,42.3865,2018-06-29
20,1194565,2020-10-15 22:36:56,6F268F852906C7E3E0539601A8C062C45,中国国际航空股份有限公司,北京市顺义区空港工业区天柱路28号蓝天大厦,911100007178710060,717871006,0,1,1,1,,0.288406,-0.0853909,-0.278409,-0.218805,-0.21674,,,115.0,,28.0,19.0,0.0,0.00563618,3.86325,0.617359,-0.211918,4.60936,0.728697,8.0185,67.1457,0.7279,0.2174,0.2477,1.5465,0.1725,7.7086,2018-06-29
21,1194566,2020-10-15 22:36:56,6F268F852DBFC7E3E0539601A8C062C45,北京市文化投资发展集团有限责任公司,北京市西城区车公庄大街4号1、2号楼,911100000592736444,059273644,0,0,1,1,,,,,,,,,105.0,,4.0,0.0,0.0,,,,,,,4.0332,1.7377,0.4924,-0.088,0.317,0.5812,1.8187,1.1593,2018-06-29
22,1194573,2020-10-15 22:36:56,6F268F8554D0C7E3E0539601A8C062C45,招商局集团有限公司,北京市朝阳区建国路118号招商局中心招商局大厦五层A区,91110000100005220B,100005220,0,0,1,1,,,,,,,,,115.0,,0.0,8.0,0.0,,,,,,,7.0094,9.9319,0.2378,-0.1411,0.3033,0.9511,0.9508,26.3296,2018-06-29
23,1194576,2020-10-15 22:36:56,6F268F85586AC7E3E0539601A8C062C45,中国航空技术国际控股有限公司,北京市朝阳区北辰东路18号,911100001000009992,100000999,0,0,1,1,,,,,,,,,110.0,,27.0,0.0,0.0,,,,,,,3.6857,23.182,0.5275,0.1284,0.3929,0.1463,1.1887,11.4106,2018-06-29
24,1194577,2020-10-15 22:36:56,6F268F856150C7E3E0539601A8C062C45,中国普天信息产业股份有限公司,北京市海淀区中关村科技园区上地二街2号,91110000710931555N,710931555,0,0,1,1,,,,,,,,,95.0,-1.0,16.0,0.0,0.0,,,,,,,2.4324,4.9426,0.1994,0.0254,0.4036,0.4235,0.6548,1.3064,2018-06-29
25,1194581,2020-10-15 22:36:56,6F268F8566C6C7E3E0539601A8C062C45,中国交通建设股份有限公司,北京市西城区德胜门外大街85号,91110000710934369E,710934369,0,1,1,1,,0.0459137,-0.293862,-0.110156,-0.117738,-0.106667,,0.141424,115.0,,67.0,13.0,0.0,-0.123481,2.3051,0.144376,-0.0804892,2.45785,0.112969,3.5334,5.2239,0.4398,0.0885,0.3324,-0.0418,1.2813,11.8267,2018-06-29
26,1194582,2020-10-15 22:36:56,6F268F856EB9C7E3E0539601A8C062C45,金诚信矿业管理股份有限公司,北京市密云区经济开发区水源西路28号院1号楼101室,911100006699022334,669902233,0,1,1,1,,-0.647521,-0.516166,-0.166992,-0.0857449,-0.170233,,0.079583,90.0,,10.0,0.0,0.0,-0.163569,2.49792,1.53774,-0.120323,2.99913,1.3256,11.248,17.9529,0.1808,0.0517,0.159,-13.3525,1.6898,1.8476,2018-06-29
27,1194584,2020-10-15 22:36:56,6F268F8585D3C7E3E0539601A8C062C45,北京市农业投资有限公司,北京市东城区朝阳门北大街6号首创大厦606房,911100006835506765,683550676,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,5.5282,0.758,0.6073,-0.0977,0.1835,3.2547,0.3276,95.7313,2018-06-29
28,1194587,2020-10-15 22:36:56,6F268F85942BC7E3E0539601A8C062C45,邦信资产管理有限公司,北京市丰台区东管头1号1号楼1-176室,911100001922088684,192208868,0,0,1,1,,,,,,,,,105.0,,58.0,0.0,0.0,,,,,,,1.3257,1.6862,-0.2264,-1.5968,0.7335,0.092,0.1558,33.6055,2018-06-29
29,1194588,2020-10-15 22:36:56,6F268F85A039C7E3E0539601A8C062C45,中国航天科工集团有限公司,北京市海淀区阜成路8号,91110000710925243K,710925243,0,0,1,1,,,,,,,,,115.0,,0.0,4.0,0.0,,,,,,,21.2016,23.2651,0.3942,0.0351,0.1529,-2.9643,2.9283,13.3487,2018-06-29
30,1194591,2020-10-15 22:36:56,6F268F85AABCC7E3E0539601A8C062C45,中国电建地产集团有限公司,北京市海淀区玲珑路9号院东区9号楼4层406、7层707、8层808、9层909、10层1010,91110108700228356X,700228356,0,0,1,1,,,,,,,,,105.0,,33.0,0.0,1.0,,,,,,,5.6976,2.2722,0.2845,0.1329,0.4436,0.1952,1.3105,12.4223,2018-06-29
31,1194592,2020-10-15 22:36:56,6F268F85BD5BC7E3E0539601A8C062C45,中国兵器装备集团有限公司,北京市西城区三里河路46号,91110000710924929L,710924929,0,0,1,1,,,,,,,,,115.0,,61.0,0.0,0.0,,,,,,,15.1139,25.438,0.1889,0.0335,0.2257,4.136,1.3651,-35.9632,2018-06-29
32,1194593,2020-10-15 22:36:56,6F268F85C22BC7E3E0539601A8C062C45,清华控股有限公司,北京市海淀区中关村东路1号院8号楼(科技大厦)A座25层,91110000101985670J,101985670,0,0,1,1,,,,,,,,,110.0,,77.0,25.0,0.0,,,,,,,2.7559,10.3736,0.3356,0.0298,0.4332,-0.6873,1.3252,26.2526,2018-06-29
33,1194594,2020-10-15 22:36:56,6F268F85C453C7E3E0539601A8C062C45,中国建筑股份有限公司,北京市海淀区三里河路15号,911100007109351850,710935185,0,1,1,1,,0.0243902,-0.434197,-0.394679,-0.377423,-0.34296,,,115.0,,0.0,0.0,0.0,-0.0752053,2.09115,0.6166,-0.09593,2.14337,0.559153,4.2958,2.717,-0.3385,-0.0412,0.2571,1.4702,2.3785,9.8296,2018-06-29
34,1194595,2020-10-15 22:36:56,6F268F85CAC2C7E3E0539601A8C062C45,中粮置业投资有限公司,北京市朝阳区朝阳门南大街8号中粮福临门大厦12层,91110000710934596K,710934596,0,0,1,1,,,,,,,,,105.0,,0.0,0.0,0.0,,,,,,,8.4857,0.8892,1.5917,0.3376,0.2563,1.8396,1.3967,83.0182,2018-06-29
35,1194598,2020-10-15 22:36:56,6F268F85E7F1C7E3E0539601A8C062C45,北京安控科技股份有限公司,北京市海淀区地锦路9号院6号楼,91110000633710213T,633710213,0,1,1,1,,-0.689381,-0.288032,-0.0859375,-0.1,-0.143902,4.0,,90.0,-1.0,97.0,1.0,0.0,-0.107374,3.25761,1.50481,-0.0217883,4.21287,2.18738,4.7672,11.7686,-0.5071,-0.2435,0.3923,0.4147,0.4152,88.9879,2018-06-29
36,1194601,2020-10-15 22:36:56,6F268F860ED8C7E3E0539601A8C062C45,泛海控股股份有限公司,北京市东城区建国门内大街28号民生金融中心C座22层,911100006188158771,618815877,0,1,1,1,,-0.406674,-0.348225,-0.237265,-0.281566,-0.189459,57.0,0.003439,75.0,-1.0,730.0,7.0,1.0,-0.155896,1.62861,0.0771126,-0.214197,1.44256,0.0682642,2.9833,0.5462,-0.1814,-2.2968,0.6048,0.1794,0.4371,-31.5931,2018-06-29
37,1194603,2020-10-15 22:36:56,6F268F86116AC7E3E0539601A8C062C45,北京海纳川汽车部件股份有限公司,北京市大兴区采育镇北京采育经济开发区育隆大街6号,91110000671702505K,671702505,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,7.1442,20.1209,0.1416,0.0176,0.3586,0.2102,1.1404,15.9929,2018-06-29
38,1194604,2020-10-15 22:36:56,6F268F861A8EC7E3E0539601A8C062C45,首都机场集团公司,北京市顺义区天竺空港工业区A区天柱路28号楼,91100000101128791U,101128791,0,0,1,1,,,,,,,,,115.0,,0.0,0.0,0.0,,,,,,,8.2787,54.8165,0.8556,0.3051,0.2099,4.5697,1.5615,-4.9883,2018-06-29
39,1194605,2020-10-15 22:36:56,6F268F862D35C7E3E0539601A8C062C45,京东方科技集团股份有限公司,北京市朝阳区酒仙桥路10号,911100001011016602,101101660,0,1,1,1,,0.272727,-0.304965,-0.492228,-0.452514,-0.152738,,,110.0,,13.0,0.0,0.0,-0.0179037,3.39106,1.48092,-0.373286,3.53765,1.22968,7.6869,34.6046,2.0713,0.2849,0.3977,1.8256,4.4275,36.1486,2018-06-29
40,1194606,2020-10-15 22:36:56,6F268F86331FC7E3E0539601A8C062C45,北京碧水源科技股份有限公司,北京市海淀区生命科学园路23-2号,91110000802115985Y,802115985,0,1,1,1,,-0.0619529,-0.250672,-0.198043,-0.218294,-0.131004,14.0,,95.0,,0.0,0.0,0.0,-0.0987768,2.75287,1.48713,-0.154807,3.10703,1.35034,9.2515,1.6248,0.6277,0.1826,0.2738,-0.5593,1.531,54.8228,2018-06-29
41,1194607,2020-10-15 22:36:56,6F268F86383AC7E3E0539601A8C062C45,北京翠微大厦股份有限公司,北京市海淀区复兴路33号,911100007461029945,746102994,0,1,1,1,,-0.278107,-0.309955,-0.201571,-0.138418,-0.143258,,,110.0,,1.0,1.0,0.0,-0.131904,2.05788,0.391373,-0.153926,2.21731,0.284613,20.8762,37.9557,,0.0266,0.107,-2.5119,,-5.5727,2018-06-29
42,1194608,2020-10-15 22:36:56,6F268F863FAFC7E3E0539601A8C062C45,中国能源建设股份有限公司,北京市朝阳区西大望路甲26号院1号楼1至24层01-2706室,911100007178398156,717839815,0,0,1,1,,,,,,,,,115.0,,0.0,0.0,0.0,,,,,,,5.8149,11.395,0.1565,0.024,0.2734,0.57,1.4282,5.4909,2018-06-29
43,1194612,2020-10-15 22:36:56,6F268F865F51C7E3E0539601A8C062C45,正大投资股份有限公司,北京市东城区建国门内大街7号光华长安大厦一座十二层,911100006259106535,625910653,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,16.2669,26.7134,0.3701,0.033,0.2416,3.1609,0.8006,21.0985,2018-06-29
44,1194616,2020-10-15 22:36:56,6F274BAFDE007C57E0539601A8C0ACD65,北大方正集团有限公司,北京市海淀区成府路298号,91110108101974963M,101974963,0,0,1,1,20191202,,,,,,,,105.0,,172.0,25.0,0.0,,,,,,,1.6292,3.1999,0.9621,0.063,0.4014,0.1058,0.635,26.9047,2018-06-29
45,1194620,2020-10-15 22:36:56,6F274BB014B57C57E0539601A8C0ACD65,国家核电技术有限公司,北京市西城区北三环中路29号院1号楼,91110000710934764M,710934764,0,0,1,1,,,,,,,,,110.0,,0.0,10.0,0.0,,,,,,,6.7637,55.4114,-0.0731,-0.1379,0.5052,0.4283,0.3129,-14.5996,2018-06-29
46,1194621,2020-10-15 22:36:56,6F274BB016287C57E0539601A8C0ACD65,北京粮食集团有限责任公司,北京市西城区广安门内大街316号,91110000700224507H,700224507,0,0,1,1,,,,,,,,,105.0,,4.0,0.0,0.0,,,,,,,4.3477,27.7697,0.041,0.0078,0.5535,0.185,0.3691,19.3856,2018-06-29
47,1194623,2020-10-15 22:36:56,6F274BB025587C57E0539601A8C0ACD65,中国国电集团有限公司,北京市西城区阜成门北大街6-8号,91110000710931061Y,710931061,0,0,1,1,,,,,,,,,115.0,,42.0,19.0,0.0,,,,,,,2.7584,71.5494,0.1925,0.2153,0.5634,0.0517,0.0918,5.9215,2018-06-29
48,1194625,2020-10-15 22:36:56,6F274BB039317C57E0539601A8C0ACD65,中国外运长航集团有限公司,北京市朝阳区安定路5号院10号楼19层,911100001000017058,100001705,0,0,1,1,,,,,,,,,105.0,,0.0,1.0,0.0,,,,,,,5.7541,33.6481,0.3755,0.0356,0.2539,3.2025,1.9314,52.9292,2018-06-29
49,1194626,2020-10-15 22:36:56,6F274BB039647C57E0539601A8C0ACD65,中国航空集团有限公司,北京市顺义区天柱路30号院1号楼-1至9层101-C709,91110000710930392Y,710930392,0,0,1,1,,,,,,,,,115.0,,0.0,0.0,0.0,,,,,,,8.9816,76.8662,0.7239,0.222,0.2519,0.8587,0.2116,6.8711,2018-06-29
50,1194629,2020-10-15 22:36:56,6F274BB061047C57E0539601A8C0ACD65,中国大唐集团新能源股份有限公司,北京市石景山区八大处路49号院4号楼6层6197,91110000764493124W,764493124,0,0,1,1,,,,,,,,,110.0,,8.0,0.0,1.0,,,,,,,3.2333,82.3378,0.3201,0.4515,0.6147,0.1957,0.1278,22.7746,2018-06-29
51,1194632,2020-10-15 22:36:56,6F274BB092F17C57E0539601A8C0ACD65,中国外运股份有限公司,北京市海淀区西直门北大街甲43号,911100007109305601,710930560,0,1,1,1,,,,,,,,,110.0,,2.0,0.0,0.0,,,,,,,10.4756,27.6577,1.2991,0.0411,0.2287,6.4332,2.9301,54.9725,2018-06-29
52,1194639,2020-10-15 22:36:56,6F274BB1A3417C57E0539601A8C0ACD65,北京博雅立方科技有限公司,北京市海淀区知春路51号慎昌大厦5层5324室,91110108682862985L,682862985,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,92.7144,0.0939,3.9392,0.0589,0.0479,-2.0395,5.7877,16.9249,2018-06-29
53,1194642,2020-10-15 22:36:56,6F274BB1EC137C57E0539601A8C0ACD65,电信科学技术研究院有限公司,北京市海淀区学院路40号一区,91110000400011016E,400011016,0,0,1,1,,,,,,,,,110.0,,2.0,6.0,1.0,,,,,,,-2.3753,6.097,0.0686,0.0119,0.2978,2.713,1.2849,-15.3337,2018-06-29
54,1194643,2020-10-15 22:36:56,6F274BB1FF777C57E0539601A8C0ACD65,安泰科技股份有限公司,北京市海淀区学院南路76号,911100006337153487,633715348,0,1,1,1,,-0.559238,-0.280783,-0.296963,-0.216792,-0.180865,10.0,,95.0,,10.0,12.0,0.0,-0.0990463,3.3992,1.29361,-0.267934,3.18374,0.757468,5.8269,34.1323,0.0855,0.0175,0.2372,2.6706,0.6474,18.8324,2018-06-29
55,1194646,2020-10-15 22:36:56,6F274BB240577C57E0539601A8C0ACD65,中国联合水泥集团有限公司,北京市海淀区复兴路17号国海广场2号楼18层,91110108102052063K,102052063,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,2.3376,36.9859,0.1222,0.0951,0.3851,0.0435,0.1474,37.2009,2018-06-29
56,1194650,2020-10-15 22:36:56,6F274BB26BD97C57E0539601A8C0ACD65,中国铁建股份有限公司,北京市海淀区复兴路40号东院,91110000710935150D,710935150,0,1,1,1,,-0.143141,-0.287014,-0.226212,-0.11499,-0.0820021,,,115.0,,19.0,2.0,0.0,-0.123248,1.93663,0.281455,-0.200907,1.90337,0.203315,4.0901,5.5947,0.2561,0.0373,0.238,1.758,1.3965,8.2078,2018-06-29
57,1194651,2020-10-15 22:36:56,6F274BB270F57C57E0539601A8C0ACD65,新兴发展集团有限公司,北京市朝阳区向军北里28号院1号楼9层,91110000710934713D,710934713,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,4.1939,13.1421,0.182,0.0208,0.4025,0.9322,0.4006,20.9156,2018-06-29
58,1194655,2020-10-15 22:36:56,6F274BB2B5567C57E0539601A8C0ACD65,国电资本控股有限公司,北京市西城区西直门外大街18号楼5层7单元601,9111000069774675XK,69774675X,0,0,1,1,,,,,,,,,110.0,,4.0,0.0,0.0,,,,,,,,1.1993,,1.0609,0.0911,,5.1418,3.64,2018-06-29
59,1194657,2020-10-15 22:36:56,6F274BB2D7977C57E0539601A8C0ACD65,广联达科技股份有限公司,北京市海淀区西北旺东路10号院东区13号楼,91110000700049024C,700049024,0,1,1,1,,0.937806,0.477357,0.414796,0.0969146,0.0113056,,,95.0,,13.0,0.0,0.0,0.196499,4.20014,0.962942,0.352645,4.98977,1.11068,14.9929,15.6909,10.6406,0.2545,0.2138,-2.706,32.8495,15.5613,2018-06-29
60,1194660,2020-10-15 22:36:56,6F274BB30CF77C57E0539601A8C0ACD65,北京京客隆商业集团股份有限公司,北京市朝阳区新源街45号楼,91110000101782670P,101782670,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,3.2508,14.9687,0.1713,0.0534,0.4844,0.4752,0.2864,0.6242,2018-06-29
61,1194661,2020-10-15 22:36:56,6F274BB30FCE7C57E0539601A8C0ACD65,华能国际电力股份有限公司,北京市西城区复兴门内大街6号(华能大厦),91110000625905205U,625905205,0,1,1,1,,-0.148594,-0.176166,0.0307942,-0.0674487,-0.0835735,,,115.0,,19.0,4.0,0.0,-0.0499813,2.21984,0.135043,0.0519217,2.96608,0.145081,3.2049,71.8362,0.2864,0.1966,0.6014,0.202,0.0895,10.7274,2018-06-29
62,1194664,2020-10-15 22:36:56,6F274BB37D407C57E0539601A8C0ACD65,王府井集团股份有限公司,北京市东城区王府井大街255号,911100001013053805,101305380,0,1,1,1,,0.394754,0.325234,0.0426471,0.0672353,-0.0748151,172.0,,,,23.0,6.0,0.0,0.149911,3.36967,1.54411,0.0741908,4.2663,2.2109,11.7747,23.1263,3.6874,0.0761,0.1108,-2.1939,11.1982,11.118,2018-06-29
63,1194668,2020-10-15 22:36:56,6F274BB3B6257C57E0539601A8C0ACD65,北京万通新发展集团股份有限公司,北京市海淀区农大南路1号院9号楼5层501-551,91110000633715962Q,633715962,0,1,1,1,,-0.219178,-0.198795,0.0,-0.0699301,0.0,27.0,1.0,85.0,,1.0,0.0,0.0,-0.0691736,2.66232,0.520525,0.0467967,3.31417,0.610401,3.4201,0.4166,0.4024,0.298,0.2673,11.7881,1.2387,41.058,2018-06-29
64,1194671,2020-10-15 22:36:56,6F274BB3F85A7C57E0539601A8C0ACD65,北京神州泰岳软件股份有限公司,北京市海淀区海淀大街34号8层818室,91110000802090167W,802090167,0,1,1,1,,-0.604739,-0.496984,-0.318627,-0.384047,-0.34019,,,90.0,-1.0,0.0,0.0,0.0,-0.238368,3.33753,1.08994,-0.258192,4.00614,1.42241,4.8087,6.1131,1.7867,0.2668,0.0868,-14.2017,2.609,-30.9912,2018-06-29
65,1194672,2020-10-15 22:36:56,6F274BB436167C57E0539601A8C0ACD65,华电煤业集团有限公司,北京市昌平区科技园区中兴路10号A303室,91110000710933614K,710933614,0,0,1,1,,,,,,,,,95.0,-1.0,0.0,0.0,0.0,,,,,,,5.9375,52.1974,0.5174,0.2982,0.465,-0.1443,0.3599,-2.508,2018-06-29
66,1194674,2020-10-15 22:36:56,6F274BB45ECD7C57E0539601A8C0ACD65,经纬纺织机械股份有限公司,北京市北京经济技术开发区永昌中路8号,91110000110052522M,110052522,0,1,1,1,,-0.0905433,-0.204575,-0.069001,-0.0114817,-0.0114817,76.0,0.019797,95.0,-1.0,0.0,0.0,2.0,-0.0623976,1.86705,1.73949,-0.0440983,0.970186,0.671924,8.4858,4.0269,0.7136,-0.3132,0.2464,-6.8576,2.5803,-5.9635,2018-06-29
67,1194675,2020-10-15 22:36:56,6F274BB461FA7C57E0539601A8C0ACD65,中国铝业股份有限公司,北京市海淀区西直门北大街62号12-16、18-31层,911100007109288314,710928831,0,1,1,1,,0.015873,-0.159737,-0.52534,-0.2,-0.123288,108.0,,105.0,1.0,78.0,13.0,1.0,-0.0346094,2.1423,1.26739,-0.586972,1.87042,1.22999,2.8055,47.8388,0.2322,0.0738,0.4721,0.3645,0.5214,25.5091,2018-06-29
68,1194677,2020-10-15 22:36:56,6F274BB46A5F7C57E0539601A8C0ACD65,中国石油天然气股份有限公司,北京市东城区安德路16号,91110000710925462X,710925462,0,1,1,1,,0.067867,0.00260078,-0.0469716,0.0012987,-0.042236,,,120.0,,98.0,16.0,0.0,0.0165102,1.70183,0.0284561,-0.0165433,2.1036,0.0331492,13.1615,28.9006,2.0902,0.1819,0.1935,3.278,0.776,24.676,2018-06-29
69,1194678,2020-10-15 22:36:56,6F274BB46E0F7C57E0539601A8C0ACD65,中国华能集团有限公司,北京市海淀区复兴路甲23号,9111000010001002XD,10001002X,0,0,1,1,,,,,,,,,115.0,,19.0,0.0,0.0,,,,,,,3.0372,65.6428,0.319,0.2023,0.5928,0.0097,0.1653,5.9651,2018-06-29
70,1194679,2020-10-15 22:36:56,6F274BB46F747C57E0539601A8C0ACD65,北京京运通科技股份有限公司,北京市北京经济技术开发区经海四路158号,911100007415849989,741584998,0,1,1,1,,-0.413572,-0.0357895,-0.150278,-0.0497925,-0.100196,,,95.0,,40.0,0.0,0.0,0.0177516,3.06344,0.53335,-0.0993533,3.0018,0.397278,4.6601,56.8263,0.6908,0.5778,0.4151,1.3402,0.4844,5.7526,2018-06-29
71,1194680,2020-10-15 22:36:56,6F274BB46FC67C57E0539601A8C0ACD65,中国兵器工业集团有限公司,北京市西城区三里河路46号,91110000710924910P,710924910,0,0,1,1,,,,,,,,,115.0,,0.0,0.0,0.0,,,,,,,6.7904,26.2534,0.2748,0.0416,0.2627,2.7199,1.0515,7.244,2018-06-29
