,id,etl_date,entid,name,address,code1,code2,isurban,isboard,havebond,havebond2,isbad,m001,m002,m003,m004,m005,m006,m010,m011,m012,m013,m015,m020,m021,m022,m023,m024,m025,m026,f005,f015,f022,f024,f031,f037,f039,f044,data_date
231,1195115,2020-10-15 22:36:56,6F274BCAF28B7C57E0539601A8C0ACD65,北京晓程科技股份有限公司,北京市海淀区西三环北路87号国际财经中心D座503,911100007226161069,722616106,0,1,1,1,,-0.0928962,0.254013,0.681013,1.09134,0.831724,,,90.0,,5.0,0.0,0.0,0.152546,4.00917,3.67866,0.541423,5.17946,5.71335,9.5018,14.4202,4.1312,0.4267,0.1625,-9.9421,23.7192,-38.7211,2018-06-29
232,1195116,2020-10-15 22:36:56,6F274BCB03827C57E0539601A8C0ACD65,北京蓝色光标数据科技股份有限公司,北京市朝阳区酒仙桥北路9号(厂区)10幢二层A5-01,91110000744727456H,744727456,0,1,1,1,,-0.414784,-0.270166,0.0326087,-0.25974,-0.0791599,,0.003443,75.0,-2.0,190.0,2.0,0.0,-0.0854346,3.54982,1.7525,0.08858,4.5998,2.72904,2.759,0.7484,-0.0002,-0.0081,0.2337,-0.0008,0.605,23.6359,2018-06-29
233,1195120,2020-10-15 22:36:56,6F274BCB16CB7C57E0539601A8C0ACD65,北京万达文化产业集团有限公司,北京市通州区新华北街75号2001室,9111000005358074XU,05358074X,0,0,1,1,,,,,,,,,85.0,-1.0,3.0,0.0,0.0,,,,,,,2.0932,9.4908,0.0353,0.0119,0.6179,-0.6977,0.5313,12.214,2018-06-29
234,1195121,2020-10-15 22:36:56,6F274BCB19EF7C57E0539601A8C0ACD65,北京华胜天成科技股份有限公司,北京市海淀区西北旺东路10号院东区23号楼5层501,91110000633713190R,633713190,0,1,1,1,,-0.217352,-0.0179574,-0.168251,-0.232456,-0.174528,10.0,,85.0,,45.0,2.0,0.0,0.0343541,3.64609,2.31542,-0.08653,4.21229,2.96599,3.8582,3.793,-0.2404,-0.1648,0.3262,1.5967,0.5204,13.1491,2018-06-29
235,1195122,2020-10-15 22:36:56,6F274BCB2FDF7C57E0539601A8C0ACD65,中国化工油气股份有限公司,北京市海淀区北四环西路62号5层,9111000010169032X2,10169032X,0,0,1,1,,,,,,,,,110.0,,0.0,0.0,0.0,,,,,,,4.5686,24.0811,0.363,0.0362,0.4423,0.5395,0.3414,24.0809,2018-06-29
236,1195125,2020-10-15 22:36:56,6F274BCB4F8A7C57E0539601A8C0ACD65,国家开发投资集团有限公司,北京市西城区阜成门北大街6号--6国际投资大厦,91110000100017643K,100017643,0,0,1,1,,,,,,,,,115.0,,7.0,0.0,0.0,,,,,,,4.4678,44.1926,0.9424,0.014,0.448,0.3154,1.402,2.709,2018-06-29
237,1195126,2020-10-15 22:36:56,6F274BCB527E7C57E0539601A8C0ACD65,中建投租赁股份有限公司,北京市西城区闹市口大街1号院4号楼13层,91110000625905731Y,625905731,0,0,1,1,,,,,,,,,95.0,,76.0,0.0,6.0,,,,,,,,0.0146,-0.2893,-2.2708,0.7856,0.1712,0.0601,18.8109,2018-06-29
238,1195127,2020-10-15 22:36:56,6F274BCB542D7C57E0539601A8C0ACD65,北京捷成世纪科技股份有限公司,北京市海淀区知春路1号学院国际大厦709室,91110000793443249D,793443249,0,1,1,1,,-0.564368,-0.196182,-0.119628,-0.254671,-0.154961,,,95.0,,30.0,0.0,1.0,-0.0653911,3.18465,1.58724,-0.073735,4.00232,2.00946,21.9568,1.0433,0.3331,0.1124,0.1623,2.0863,0.7624,33.1801,2018-06-29
239,1195129,2020-10-15 22:36:56,6F274BCB561C7C57E0539601A8C0ACD65,五矿资本控股有限公司,北京市海淀区三里河路5号,91110000710924769D,710924769,0,0,1,1,,,,,,,,,110.0,,12.0,0.0,0.0,,,,,,,16.1466,0.1844,-0.0469,-0.44,0.453,0.7341,0.2895,14.3964,2018-06-29
240,1195131,2020-10-15 22:36:56,6F274BCB5DB27C57E0539601A8C0ACD65,中国中车集团有限公司,北京市丰台区芳城园一区15号楼,91110000710929930X,710929930,0,0,1,1,,,,,,,,,115.0,,0.0,2.0,0.0,,,,,,,10.4847,17.2219,0.3191,0.0817,0.2387,1.4193,0.9925,-6.9323,2018-06-29
241,1195137,2020-10-15 22:36:56,6F274BCB69177C57E0539601A8C0ACD65,北京易华录信息技术股份有限公司,北京市石景山区阜石路165号院1号楼1001室,91110000802085421K,802085421,0,1,1,1,,-0.215589,-0.0588938,-0.127306,-0.216628,-0.232143,99.0,,95.0,,0.0,0.0,0.0,0.0959752,3.94826,2.40918,0.0886508,4.40441,2.59366,4.1069,5.9134,-0.266,-0.1389,0.383,0.6887,0.6494,33.7515,2018-06-29
242,1195138,2020-10-15 22:36:56,6F274BCB6C737C57E0539601A8C0ACD65,北京华联商厦股份有限公司,北京市通州区永乐经济开发区永开路1号,9111000071092147XM,71092147X,0,1,1,1,,-0.360097,-0.275482,-0.137705,-0.185759,-0.114478,5.0,0.200328,90.0,,14.0,3.0,0.0,-0.103105,2.41899,0.862299,-0.0749675,3.11609,1.12202,1.678,4.0815,-0.0141,-0.0449,0.2892,3.8802,0.6192,7.7633,2018-06-29
243,1195141,2020-10-15 22:36:56,6F274BCB82197C57E0539601A8C0ACD65,东方资产管理(中国)有限公司,北京市朝阳区东三环中路5号楼35层04、05、06号单元,91110102589069819B,589069819,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,148.481,0.0095,0.5743,1.5597,0.782,0.1617,0.0841,25.1861,2018-06-29
244,1195142,2020-10-15 22:36:56,6F274BCB87F77C57E0539601A8C0ACD65,中国新兴集团有限责任公司,北京市海淀区新兴宾馆(北京市西三环中路十七号),911100001000103456,100010345,0,0,1,1,,,,,,,,,95.0,-1.0,9.0,0.0,0.0,,,,,,,2.2436,1.6063,0.4404,0.1153,0.2382,2.1804,0.9166,14.9699,2018-06-29
245,1195144,2020-10-15 22:36:56,6F274BCB956B7C57E0539601A8C0ACD65,国美电器有限公司,北京市通州区潞城镇胡郎路80号1205室,91110000748102517U,748102517,0,0,1,1,,,,,,,,,90.0,-1.0,10.0,0.0,0.0,,,,,,,4.0079,5.936,-0.0611,-0.0465,0.4475,1.5636,1.0946,6.6525,2018-06-29
246,1195145,2020-10-15 22:36:56,6F274BCB96D07C57E0539601A8C0ACD65,北京北辰实业股份有限公司,北京市朝阳区北辰东路8号,91110000633791930G,633791930,0,1,1,1,,-0.175644,-0.434992,-0.392055,-0.198178,-0.22467,,0.129199,105.0,,152.0,10.0,0.0,-0.200869,2.72624,0.411429,-0.352456,3.16848,0.478853,1.3898,3.2235,-0.2349,-0.1053,0.4104,0.5742,1.5717,57.2417,2018-06-29
247,1195147,2020-10-15 22:36:56,6F274BCB999D7C57E0539601A8C0ACD65,新奥(中国)燃气投资有限公司,北京市通州区经海五路1号院38号楼四层5-101,911100007178504161,717850416,0,0,1,1,,,,,,,,,105.0,,0.0,0.0,0.0,,,,,,,11.9817,43.5151,2.1563,0.0956,0.1442,-48.9088,3.7241,37.5238,2018-06-29
248,1195148,2020-10-15 22:36:56,6F274BCB9FE37C57E0539601A8C0ACD65,中国盐业集团有限公司,北京市丰台区西站南广场驻京办1号楼,91110000101625149Q,101625149,0,0,1,1,,,,,,,,,95.0,,0.0,5.0,1.0,,,,,,,2.9318,52.7813,0.1338,0.0865,0.5526,0.0695,0.3448,19.7906,2018-06-29
249,1195150,2020-10-15 22:36:56,6F274BCBAFEB7C57E0539601A8C0ACD65,中国铝业集团有限公司,北京市海淀区西直门北大街62号18、22、28层,911100007109279199,710927919,0,0,1,1,,,,,,,,,105.0,,0.0,0.0,0.0,,,,,,,2.0564,31.4454,0.1676,0.0629,0.4447,-0.2257,0.4397,17.9143,2018-06-29
250,1195151,2020-10-15 22:36:56,6F274BCBB0CB7C57E0539601A8C0ACD65,中国石油化工股份有限公司,北京市朝阳区朝阳门北大街22号,91110000710926094P,710926094,0,1,1,1,,0.386752,0.0962838,0.0587276,-0.0196375,-0.0661871,,,120.0,,18.0,20.0,0.0,0.0917382,2.09427,0.167277,0.109568,2.81708,0.215043,32.5892,40.788,2.7624,0.0809,0.1172,28.2956,1.8784,22.2321,2018-06-29
251,1195155,2020-10-15 22:36:56,6F274BCBBDA47C57E0539601A8C0ACD65,丰电科技集团股份有限公司,北京市丰台区丰台科学城丰泽街8号D-205,91110106633760720H,633760720,0,0,1,1,,0.0,0.0,0.0,0.0,0.0,,,95.0,,22.0,0.0,0.0,,,,,,,758.797,,96.6474,0.0818,0.0774,-3.5023,552.568,34.4031,2018-06-29
252,1195156,2020-10-15 22:36:56,6F274BCBBF2A7C57E0539601A8C0ACD65,中铝国际工程股份有限公司,北京市海淀区杏石口路99号C座,911100007109323200,710932320,0,1,1,1,,,,,,,,,95.0,,15.0,6.0,0.0,,,,,,,,5.4151,0.1661,0.0455,0.2791,1.2258,0.7587,33.7423,2018-06-29
253,1195158,2020-10-15 22:36:56,6F274BCBC5A17C57E0539601A8C0ACD65,中国五矿股份有限公司,北京市海淀区三里河路5号,91110000717828462C,717828462,0,0,1,1,,,,,,,,,105.0,1.0,10.0,11.0,0.0,,,,,,,3.0752,22.1047,0.1372,0.0522,0.5941,-0.1453,0.4158,16.2988,2018-06-29
254,1195159,2020-10-15 22:36:56,6F274BCBCA5B7C57E0539601A8C0ACD65,中科实业集团(控股)有限公司,北京市海淀区苏州街3号南座1302室,91110108102041663N,102041663,0,0,1,1,,,,,,,,,95.0,,0.0,4.0,0.0,,,,,,,19.3999,20.4503,-0.0615,-0.0107,0.1281,-3.032,3.2946,8.0324,2018-06-29
255,1195162,2020-10-15 22:36:56,6F274BCBE6327C57E0539601A8C0ACD65,北京望京搜候房地产有限公司,北京市朝阳区望京西园425号楼308室,91110000693202691R,693202691,0,0,1,1,,,,,,,,,95.0,0.0,0.0,0.0,0.0,,,,,,,6.846,0.0226,3.0112,0.4281,0.2521,1.7062,5.27,13.7315,2018-06-29
256,1195167,2020-10-15 22:36:56,6F274BCC24887C57E0539601A8C0ACD65,北京清新环境技术股份有限公司,北京市海淀区西八里庄路69号人民政协报大厦10层,91110000X003879117,X00387911,0,1,1,1,,-0.316568,-0.385311,-0.491861,-0.224832,-0.17382,9.0,,95.0,,0.0,0.0,0.0,-0.165308,2.95902,1.39502,-0.520148,2.76893,1.27409,6.9838,41.5204,-0.0365,-0.0185,0.2686,1.5902,0.4985,20.6315,2018-06-29
257,1195172,2020-10-15 22:36:56,6F274BCC65577C57E0539601A8C0ACD65,北京海国鑫泰投资控股中心,北京市海淀区西四环北路9号鑫泰大厦三层,91110108599642586E,599642586,0,0,1,1,,,,,,,,,,,6.0,0.0,1.0,,,,,,,3.1376,5.5779,0.0309,0.0255,0.5442,0.344,0.6285,51.0887,2018-06-29
258,1195175,2020-10-15 22:36:56,6F274BCC83E17C57E0539601A8C0ACD65,北汽福田汽车股份有限公司,北京市昌平区沙河镇沙阳路老牛湾村北,911100001012029043,101202904,0,1,1,1,,-0.632246,-0.292683,-0.27758,-0.191235,-0.081448,2.0,0.425355,105.0,,14.0,4.0,0.0,-0.124088,1.94654,0.795974,-0.256865,1.9877,0.506688,4.6474,24.5405,-0.1521,-0.05,0.3337,0.5505,0.1892,11.128,2018-06-29
259,1195178,2020-10-15 22:36:56,6F274BCCA84B7C57E0539601A8C0ACD65,中建方程投资发展集团有限公司,北京市海淀区三里河路15号A座9层,91110108091871839E,091871839,0,0,1,1,,,,,,,,,105.0,,0.0,0.0,0.0,,,,,,,6.6388,0.0152,-2.0617,-0.6066,0.3585,0.7071,2.1148,22.7945,2018-06-29
260,1195179,2020-10-15 22:36:56,6F274BCCA95B7C57E0539601A8C0ACD65,中国电力建设股份有限公司,北京市海淀区车公庄西路22号,91110000717825966F,717825966,0,1,1,1,,-0.0726644,-0.324086,-0.257618,-0.201192,-0.109635,,,115.0,,40.0,34.0,0.0,-0.142711,1.84413,0.26068,-0.228166,1.89001,0.136556,3.6455,17.9005,0.0865,0.0213,0.3788,-0.1959,0.9552,11.7126,2018-06-29
261,1195180,2020-10-15 22:36:56,6F274BCCA9CB7C57E0539601A8C0ACD65,中国康富国际租赁股份有限公司,北京市海淀区马甸东路19号3层318,9111000060002150XF,60002150X,0,0,1,1,,0.0,0.0,0.0,0.0,0.0,,,95.0,,12.0,0.0,0.0,,,,,,,,0.0104,0.1118,0.5049,0.4998,0.2253,0.0509,48.5212,2018-06-29
262,1195181,2020-10-15 22:36:56,6F274BCCACB17C57E0539601A8C0ACD65,中国航天科技集团有限公司,北京市海淀区阜成路八号,91110000100014071Q,100014071,0,0,1,1,,,,,,,,,115.0,0.0,0.0,0.0,0.0,,,,,,,47.6416,33.187,0.0802,0.0043,0.0724,-6.9279,3.0118,8.5815,2018-06-29
263,1195185,2020-10-15 22:36:56,6F274BCCBF5F7C57E0539601A8C0ACD65,北京同仁堂科技发展股份有限公司,北京市北京经济技术开发区同济北路16号,91110000722600841J,722600841,0,0,1,1,,,,,,,,,105.0,,1.0,0.0,0.0,,,,,,,36.677,18.8639,2.842,0.1353,0.1301,-2.3934,12.8428,7.7142,2018-06-29
264,1195188,2020-10-15 22:36:56,6F274BCCDC117C57E0539601A8C0ACD65,北京华谊嘉信整合营销顾问集团股份有限公司,北京市石景山区实兴大街30号院8号楼512,91110000746729180U,746729180,0,1,1,1,,-0.640255,-0.520049,-0.49359,-0.49359,-0.49359,119.0,,95.0,,71.0,0.0,0.0,-0.25828,1.92658,1.16901,-0.520602,1.09046,0.729592,-2.04,0.9332,-0.1389,-0.0289,0.3299,0.0076,0.3257,1.4563,2018-06-29
265,1195192,2020-10-15 22:36:56,6F274BCD02727C57E0539601A8C0ACD65,北京光线传媒股份有限公司,北京市东城区和平里东街11号37号楼11105号,91110000722604869A,722604869,0,1,1,1,,-0.111693,0.241463,-0.0258373,-0.170334,-0.0651974,,0.001276,95.0,,59.0,1.0,0.0,0.135983,4.01061,1.14721,0.0566733,4.6041,1.5668,17.7474,0.2789,,-0.0173,0.1659,171.226,,6.4772,2018-06-29
266,1195193,2020-10-15 22:36:56,6F274BCD2C767C57E0539601A8C0ACD65,北京紫光通信科技集团有限公司,北京市海淀区双清路清华大学东门外清华国际科技交流中心八层801室,91110108551445292Q,551445292,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2018-06-29
267,1195194,2020-10-15 22:36:56,6F274BCD31B57C57E0539601A8C0ACD65,北京四维图新科技股份有限公司,北京市海淀区学院路7号弘彧大厦10层1002A室,91110000745467123H,745467123,0,1,1,1,,-0.176495,0.0206653,-0.232664,-0.183138,-0.129032,5.0,,95.0,,6.0,0.0,0.0,0.0852224,4.67976,4.22317,-0.169729,4.49572,3.30406,1791.37,6.6073,68.1782,0.181,0.0057,-0.7106,601.485,36.0297,2018-06-29
268,1195198,2020-10-15 22:36:56,6F274BCD56117C57E0539601A8C0ACD65,北京兆泰集团股份有限公司,北京市西城区丰汇园11号楼丰汇大厦东侧楼19层,911100006337984545,633798454,0,0,1,1,,,,,,,,,95.0,,4.0,0.0,0.0,,,,,,,2.1066,2.6503,0.557,0.2379,0.4074,1.0121,2.2689,3.5876,2018-06-29
269,1195199,2020-10-15 22:36:56,6F274BCD70DA7C57E0539601A8C0ACD65,中国核工业集团有限公司,北京市西城区三里河南三巷1号,91110000100009563N,100009563,0,0,1,1,,,,,,,,,115.0,,12.0,0.0,0.0,,,,,,,6.1033,63.1517,1.7026,0.3216,0.3674,0.6354,1.9927,13.0509,2018-06-29
270,1195201,2020-10-15 22:36:56,6F274BCD72E97C57E0539601A8C0ACD65,北京联东投资(集团)有限公司,北京市通州区科创东五街2号10幢等11幢办公楼2、7、8、9层,91110000750103519R,750103519,0,0,1,1,,,,,,,,,90.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,2018-06-29
271,1195202,2020-10-15 22:36:56,6F274BCD7A997C57E0539601A8C0ACD65,中国石油天然气集团有限公司,北京市西城区六铺炕,91110000100010433L,100010433,0,0,1,1,,,,,,,,,120.0,,8.0,26.0,0.0,,,,,,,13.6547,27.7126,1.6731,0.1772,0.1422,9.5798,1.5574,25.0234,2018-06-29
272,1195206,2020-10-15 22:36:56,6F274BCD8BEC7C57E0539601A8C0ACD65,北京亦庄国际投资发展有限公司,北京市北京经济技术开发区荣华中路22号院1号楼25层2501,91110302684355290F,684355290,0,0,1,1,,,,,,,,,105.0,1.0,0.0,0.0,0.0,,,,,,,3.1957,2.2447,-2.6842,-0.3749,0.1438,7.8362,7.4334,158.404,2018-06-29
273,1195207,2020-10-15 22:36:56,6F274BCD8EF97C57E0539601A8C0ACD65,中国船舶重工集团有限公司,北京市海淀区昆明湖南路72号,9111000071092446XA,71092446X,0,0,1,1,,,,,,,,,110.0,,0.0,0.0,0.0,,,,,,,5.128,23.444,-0.0031,-0.001,0.2587,-13.895,2.2209,7.2428,2018-06-29
274,1195208,2020-10-15 22:36:56,6F274BCD99437C57E0539601A8C0ACD65,暴风集团股份有限公司,北京市石景山区实兴大街30号院3号楼2层D-1067房间,91110000798532048H,798532048,0,1,1,1,,-0.790909,-0.369339,-0.30367,-0.418836,-0.280569,103.0,,90.0,,40.0,0.0,0.0,-0.135662,3.00111,4.79563,-0.237337,5.09919,8.01236,-2.6812,1.4462,-0.8278,-0.2512,0.1969,1.5779,0.298,16.2458,2018-06-29
275,1195214,2020-10-15 22:36:56,6F274BCDD8467C57E0539601A8C0ACD65,奥瑞金科技股份有限公司,北京市怀柔区雁栖工业开发区,91110000600063689W,600063689,0,1,1,1,,-0.383051,-0.142857,-0.1264,-0.0504348,-0.101974,45.0,0.021889,90.0,-1.0,42.0,0.0,1.0,-0.0493687,2.11028,0.594948,-0.0896542,2.73804,0.541183,4.4657,32.4779,0.5402,0.2583,0.4549,1.1415,0.5642,-3.3726,2018-06-29
276,1195218,2020-10-15 22:36:56,6F274BCDF1387C57E0539601A8C0ACD65,北京首钢股份有限公司,北京市石景山区石景山路,911100007002343182,700234318,0,1,1,1,,0.110811,-0.41033,-0.312709,-0.168016,0.0300752,10.0,0.050015,105.0,1.0,0.0,0.0,0.0,-0.193283,3.0555,0.497758,-0.270923,3.22814,0.458551,3.9188,73.503,0.3062,0.1549,0.4276,0.4436,0.1247,43.9509,2018-06-29
277,1195223,2020-10-15 22:36:56,6F274BCE068E7C57E0539601A8C0ACD65,中国中纺集团有限公司,北京市东城区建国门内大街19号中纺大厦,911100001000014738,100001473,0,0,1,1,,,,,,,,,95.0,,6.0,0.0,0.0,,,,,,,3.3296,10.0278,-0.0605,-0.0305,0.5701,0.1963,0.1509,9.3184,2018-06-29
278,1195226,2020-10-15 22:36:56,6F274BCE0E917C57E0539601A8C0ACD65,中航高科技发展有限公司,北京市顺义区时俊北街1号院,91110000717825798D,717825798,0,0,1,1,,,,,,,,,105.0,-1.0,2.0,0.0,0.0,,,,,,,6.5364,22.7774,0.3056,0.0721,0.1618,-10.3335,1.948,4.9434,2018-06-29
279,1195231,2020-10-15 22:36:56,6F274BCE3FF77C57E0539601A8C0ACD65,启迪控股股份有限公司,北京市海淀区清华大学创新大厦A座16层,91110108722611575Q,722611575,0,0,1,1,,,,,,,,,95.0,,1.0,0.0,1.0,,,,,,,3.9094,17.9482,-0.0594,-0.0417,0.416,-0.26,1.1923,63.9157,2018-06-29
280,1195233,2020-10-15 22:36:56,6F274BCE6B197C57E0539601A8C0ACD65,北京金泰集团有限公司,北京市西城区广安门内登莱胡同4号,91110000101106461X,101106461,0,0,1,1,,,,,,,,,90.0,-1.0,3.0,0.0,0.0,,,,,,,3.3851,10.8808,0.0964,0.0202,0.2211,3.4144,0.3632,27.1241,2018-06-29
281,1195237,2020-10-15 22:36:56,6F274BCE9E297C57E0539601A8C0ACD65,北京城市副中心投资建设集团有限公司,北京市通州区潞城镇武兴路7号,911100007577013516,757701351,0,0,1,1,,,,,,,,,105.0,,0.0,0.0,0.0,,,,,,,6.342,3.5305,-3.8838,-0.9263,0.4927,1.2651,2.8931,48.8176,2018-06-29
282,1195240,2020-10-15 22:36:56,6F274BCEA4CA7C57E0539601A8C0ACD65,东方网力科技股份有限公司,北京市海淀区学院路35号世宁大厦4层408室,91110000721497432T,721497432,0,1,1,1,,-0.503771,-0.375,-0.171088,-0.300112,-0.133749,136.0,,90.0,-1.0,41.0,6.0,0.0,-0.152755,3.93802,3.29814,-0.0981242,4.15856,3.20991,8.0004,2.4274,0.0872,0.0479,0.2615,3.9592,0.9263,25.2136,2018-06-29
