,ID,ETL_DATE,ENTID,NAME,ADDRESS,CODE1,CODE2,ISURBAN,ISBOARD,HAVEBOND,HAVEBOND2,ISBAD,M001,M002,M003,M004,M005,M006,M010,M011,M012,M013,M015,M020,M021,M022,M023,M024,M025,M026,F005,F015,F022,F024,F031,F037,F039,F044,DATA_DATE
0,1194531,2020-10-15 22:36:56,1831b7f81f02ae4b9ef6908191485fbc,蚌埠市乐居投资管理有限公司,安徽省怀远县荆山镇禹王东路388号,91340321MA2MU1PC4E,MA2MU1PC4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-29
1,1194532,2020-10-15 22:36:56,18adc157b44870da943fd451e51d8faa,山东金阳矿业集团有限公司,泰安市宁阳县葛石镇夏庄村北,91370000166566004L,166566004,0,0,1,0,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,2018-06-29
2,1194533,2020-10-15 22:36:56,18e967cdbe85743ff92f625885e897fe,广西粤桂广业控股股份有限公司,广西贵港市幸福路１００号,91450800198227509B,198227509,0,1,0,0,,-0.637058,-0.286494,-0.23538,-0.150974,-0.126878,,,,,,,,-0.115169,2.69986,1.44361,-0.194105,2.5474,0.786234,34.4749,25.916,0.1019,0.0119,0.0647,-2.7741,3.5792,10.1093,2018-06-29
3,1194534,2020-10-15 22:36:56,197f0395e5be13a226fe05493847aac2,贵州圣济堂医药产业股份有限公司,贵州省贵阳市清镇市医药园区,9152000070960790XK,70960790X,0,1,0,0,,-0.340351,-0.425076,-0.469676,-0.332149,-0.301115,93.0,0.155259,,,0.0,0.0,0.0,-0.202442,1.76011,0.537106,-0.493484,1.97738,0.592703,6.6512,62.6529,-0.0538,-0.0192,0.1496,7.3531,0.7042,-39.4433,2018-06-29
4,1194535,2020-10-15 22:36:56,3f539d6607e45339ac5e8726c2a64833,北矿科技股份有限公司,北京市丰台区南四环西路188号18区23号楼4层,911100007109270385,710927038,0,1,0,0,,-0.609892,-0.309965,-0.239464,-0.177486,-0.131291,,,,,,,,-0.104195,3.82281,2.52192,-0.162878,3.92856,1.92546,38.3331,24.482,,0.2467,,-3.0385,,9.628,2018-06-29
5,1194536,2020-10-15 22:36:56,41ce4564091c114cdbdf7c7e02061280,贵阳产业发展控股集团有限公司,贵州省贵阳市观山湖区长岭北路会展商务区TB-1贵阳农村商业银行股份有限公司大楼,91520100MA6HY5F83R,MA6HY5F83,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-29
6,1194537,2020-10-15 22:36:56,428ae7ee0f5270a0ee221fca788a22a8,郴州高科福升投资开发有限公司,郴州市苏仙区白露塘镇林邑大道与坪田标准厂房企业服务中心420室,91431000780888863G,780888863,0,0,1,0,,,,,,,,,85.0,1.0,0.0,0.0,0.0,,,,,,,5.042,0.0224,-5.7396,-5.0314,0.3318,0.5241,3.1463,10.4635,2018-06-29
7,1194538,2020-10-15 22:36:56,4731d29ca6d2c79000d7aae267bed95a,福星惠誉控股有限公司,东西湖区武汉银湖科技产业开发园８号,914201007257685192,725768519,0,0,1,1,,,,,,,,,90.0,,57.0,0.0,0.0,,,,,,,1.298,0.0875,-0.0025,-0.0017,0.3493,1.032,1.1309,9.6826,2018-06-29
8,1194539,2020-10-15 22:36:56,62322475e3d4f40503ecaebe235316fa,志邦家居股份有限公司,安徽省合肥市庐阳工业区连水路19号,91340100772816763N,772816763,0,1,0,0,,,,-0.119969,-0.307341,-0.155589,,,,,,,,0.340906,3.68011,3.72241,-0.0669108,3.96873,2.78092,1702.37,23.5747,4.8306,0.1836,0.0313,-2.5773,8.6956,37.3812,2018-06-29
9,1194540,2020-10-15 22:36:56,634c2db90282fc1769a242ad781967ea,中国轻工集团有限公司,北京市朝阳区启阳路4号,911100001000089232,100008923,0,0,1,1,,,,,,,,,105.0,,3.0,0.0,0.0,,,,,,,1.4831,27.3509,-0.3026,-0.018,0.1829,7.4109,2.7624,-8.1031,2018-06-29
10,1194541,2020-10-15 22:36:56,6F268F84D67FC7E3E0539601A8C062C45,中国邮政集团有限公司,北京市西城区金融大街甲3号,911000000000192465,000019246,0,0,1,1,,,,,,,,,115.0,,0.0,0.0,0.0,,,,,,,55.6775,1.2768,-3.6847,-0.9381,0.0163,-0.2,27.6406,16.8398,2018-06-29
11,1194542,2020-10-15 22:36:56,6F268F84D8C8C7E3E0539601A8C062C45,华润医药控股有限公司,北京市北京经济技术开发区科创十四街99号汇龙森科技园2幢B123室,91110000710934668C,710934668,0,0,1,1,,,,,,,,,115.0,,0.0,5.0,0.0,,,,,,,6.367,9.0532,0.1249,0.0281,0.2719,-0.2677,0.3686,11.5278,2018-06-29
12,1194543,2020-10-15 22:36:56,6F268F84DB35C7E3E0539601A8C062C45,中国工商银行股份有限公司,北京市西城区复兴门内大街55号,91100000100003962T,100003962,0,1,0,0,,0.20362,0.027027,-0.141935,-0.126437,-0.0731707,,,115.0,,0.0,0.0,0.0,0.049224,2.2886,0.0886215,-0.104629,2.56055,0.102836,,0.9418,,1.0611,0.0236,,40.4413,7.488,2018-06-29
13,1194544,2020-10-15 22:36:56,6F268F84DB78C7E3E0539601A8C062C45,招商局蛇口工业区控股股份有限公司,广东省深圳市南山区蛇口太子路１号新时代广场,914400001000114606,100011460,0,1,1,1,,0.329379,-0.118056,-0.0260736,-0.139566,-0.103951,,,110.0,,34.0,1.0,0.0,-0.00590122,3.30508,1.64303,0.0372967,4.26514,2.02503,10.4224,0.8877,-0.1594,-0.0667,0.3048,1.1586,1.4494,19.4486,2018-06-29
14,1194545,2020-10-15 22:36:56,6F268F84DB79C7E3E0539601A8C062C45,中国华电科工集团有限公司,北京市丰台区汽车博物馆东路6号院1号楼,911100001000114958,100011495,0,0,1,0,,,,,,,,,105.0,,0.0,0.0,0.0,,,,,,,3.1505,26.5589,0.0161,0.0063,0.3229,0.5166,0.5176,-14.3158,2018-06-29
15,1194546,2020-10-15 22:36:56,6F268F84DB87C7E3E0539601A8C062C45,中国国家铁路集团有限公司,北京市海淀区复兴路10号,91100000000013477B,000013477,0,0,1,1,,,,,,,,,120.0,,4.0,0.0,0.0,,,,,,,,80.1244,,,0.5693,0.6323,0.8869,11.9016,2018-06-29
16,1194547,2020-10-15 22:36:56,6F268F84DB88C7E3E0539601A8C062C45,中国旅游集团有限公司,海南省海口综合保税区跨境电商产业园国际商务中心217,91110000100005554U,100005554,0,0,1,1,,,,,,,,,110.0,,20.0,0.0,0.0,,,,,,,8.8033,10.3263,0.7135,0.0738,0.1478,-3.0386,4.2529,4.3398,2018-06-29
17,1194548,2020-10-15 22:36:56,6F268F84DB89C7E3E0539601A8C062C45,大唐环境产业集团股份有限公司,北京市海淀区紫竹院路120号,91110000717830079A,717830079,0,0,1,0,,,,,,,,,,,,,,,,,,,,10.0106,34.1037,0.677,0.1089,0.2372,2.501,1.3046,-1.618,2018-06-29
18,1194549,2020-10-15 22:36:56,6F268F84DB99C7E3E0539601A8C062C45,招商局公路网络科技控股股份有限公司,天津自贸试验区(东疆保税港区)鄂尔多斯路599号东疆商务中心A3楼910,91110000101717000C,101717000,0,1,1,1,,,,-0.412274,-0.13312,-0.0770975,,,110.0,,22.0,3.0,0.0,-0.303857,4.03254,3.15031,-0.482092,3.72279,2.84064,19.7674,5.3421,0.8465,0.5579,0.157,6.0996,1.9909,5.688,2018-06-29
19,1194550,2020-10-15 22:36:56,6F268F84DE0FC7E3E0539601A8C062C45,中国国际金融股份有限公司,北京市朝阳区建国门外大街1号国贸大厦2座27层及28层,91110000625909986U,625909986,0,1,0,0,,,,,,,,,90.0,,262.0,0.0,0.0,,,,,,,,0.161,,-1.3193,0.2613,,4.1182,53.0815,2018-06-29
20,1194551,2020-10-15 22:36:56,6F268F84DE2FC7E3E0539601A8C062C45,中国中信集团有限公司,北京市朝阳区新源南路6号,9110000010168558XU,10168558X,0,0,1,0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.4157,,0.2311,0.0875,,,18.0278,2018-06-29
21,1194552,2020-10-15 22:36:56,6F268F84E1CCC7E3E0539601A8C062C45,中国联合网络通信有限公司,北京市西城区金融大街21号,91110000710939135P,710939135,0,0,1,1,,,,,,,,,120.0,,3.0,0.0,0.0,,,,,,,14.6407,73.4001,2.1582,0.3338,0.1321,6.3244,0.7977,0.0204,2018-06-29
22,1194553,2020-10-15 22:36:56,6F268F84E784C7E3E0539601A8C062C45,中国三峡新能源(集团)股份有限公司,北京市通州区贡院街1号院1号楼二层206-23室,9111000010000376X7,10000376X,0,0,1,1,,,,,,,,,120.0,1.0,0.0,0.0,0.0,,,,,,,,,0.7881,0.6916,0.4718,0.8412,0.5165,31.0029,2018-06-29
23,1194554,2020-10-15 22:36:56,6F268F84E788C7E3E0539601A8C062C45,中国医药投资有限公司,北京市海淀区北四环西路9号,911100001000054823,100005482,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,-0.1963,-0.9688,0.055,26.0426,0.466,-96.4247,2018-06-29
24,1194555,2020-10-15 22:36:56,6F268F84E958C7E3E0539601A8C062C45,中国核工业建设股份有限公司,上海市青浦区蟠龙路500号,91110000717828569P,717828569,0,1,1,1,,-0.622371,-0.337248,-0.230769,-0.191402,-0.131868,1.0,,110.0,,0.0,1.0,0.0,-0.147259,2.53357,1.32001,-0.214514,2.41104,0.907152,3.2752,7.0867,0.197,0.0523,0.2591,0.6374,0.7105,9.5827,2018-06-29
25,1194556,2020-10-15 22:36:56,6F268F84E99EC7E3E0539601A8C062C45,保利文化集团股份有限公司,北京市东城区朝阳门北大街1号20层A区,9111000071092593XT,71092593X,0,0,1,1,,,,,,,,,95.0,,5.0,0.0,0.0,,,,,,,47.644,3.5448,-0.4822,-0.2426,0.2027,34.8815,1.1074,29.4103,2018-06-29
26,1194557,2020-10-15 22:36:56,6F268F84EFB4C7E3E0539601A8C062C45,恒泰艾普集团股份有限公司,北京市海淀区丰秀中路3号院4号楼401室,91110000773370273Q,773370273,0,1,1,1,,-0.400369,-0.343434,-0.287281,-0.0606936,-0.131016,5.0,,85.0,,29.0,5.0,0.0,-0.128506,4.12861,4.10891,-0.217227,4.41321,3.5529,-2.1142,9.3507,-0.1322,-0.0628,0.288,3.2557,0.8991,116.951,2018-06-29
27,1194558,2020-10-15 22:36:56,6F268F84F1DDC7E3E0539601A8C062C45,华融融德资产管理有限公司,北京市北京经济技术开发区科创十四街99号2号楼B115室,91110000717866354C,717866354,0,0,1,1,,,,,,,,,105.0,,40.0,0.0,0.0,,,,,,,,0.008,1.151,7297.1,0.7775,0.1583,0.2714,38.2212,2018-06-29
28,1194559,2020-10-15 22:36:56,6F268F84F6BEC7E3E0539601A8C062C45,中信国安集团有限公司,北京市朝阳区关东店北街１号,91100000710927046U,710927046,0,0,1,1,20190428,,,,,,,,90.0,,9.0,0.0,0.0,,,,,,,1.6063,8.3613,0.0889,0.0137,0.6219,-0.047,0.4649,2.9115,2018-06-29
29,1194560,2020-10-15 22:36:56,6F268F8504DEC7E3E0539601A8C062C45,联想控股股份有限公司,北京市海淀区科学院南路2号院1号楼17层1701,911100001011122986,101112298,0,0,1,1,,,,,,,,,110.0,,3.0,0.0,1.0,,,,,,,3.9082,5.2916,0.0038,-0.017,0.2943,-0.1752,1.1525,3.0331,2018-06-29
30,1194561,2020-10-15 22:36:56,6F268F851015C7E3E0539601A8C062C45,中国中材集团有限公司,北京市西城区西直门内北顺城街11号,91110000100003604X,100003604,0,0,1,1,,,,,,,,,105.0,-1.0,5.0,0.0,0.0,,,,,,,6.1237,38.5348,0.1664,0.0449,0.3228,0.3311,0.9728,8.8489,2018-06-29
31,1194562,2020-10-15 22:36:56,6F268F851D22C7E3E0539601A8C062C45,中国昊华化工集团股份有限公司,北京市朝阳区小营路19号,91110000100012906M,100012906,0,0,1,1,,,,,,,,,90.0,,1.0,3.0,0.0,,,,,,,2.613,31.4172,0.1722,0.1016,0.3985,0.6504,0.6809,2.0167,2018-06-29
32,1194563,2020-10-15 22:36:56,6F268F851E1EC7E3E0539601A8C062C45,中国供销集团有限公司,北京市西城区宣武门外大街甲1号,91100000717826328J,717826328,0,0,1,1,,,,,,,,,105.0,,0.0,3.0,0.0,,,,,,,1.6238,12.1429,0.1302,0.0577,0.5689,0.1449,0.2814,-4.0768,2018-06-29
33,1194564,2020-10-15 22:36:56,6F268F851F0EC7E3E0539601A8C062C45,大唐国际发电股份有限公司,北京市西城区广宁伯街9号,91110000100017336T,100017336,0,1,1,1,,-0.223077,-0.338428,-0.26988,-0.181081,-0.0928144,10.0,,115.0,,83.0,12.0,0.0,-0.162921,1.97107,0.16575,-0.254427,1.95888,0.133237,3.3299,77.0952,0.4264,0.2381,0.5973,0.2937,0.1379,42.3865,2018-06-29
34,1194565,2020-10-15 22:36:56,6F268F852906C7E3E0539601A8C062C45,中国国际航空股份有限公司,北京市顺义区空港工业区天柱路28号蓝天大厦,911100007178710060,717871006,0,1,1,1,,0.288406,-0.0853909,-0.278409,-0.218805,-0.21674,,,115.0,,28.0,19.0,0.0,0.00563618,3.86325,0.617359,-0.211918,4.60936,0.728697,8.0185,67.1457,0.7279,0.2174,0.2477,1.5465,0.1725,7.7086,2018-06-29
35,1194566,2020-10-15 22:36:56,6F268F852DBFC7E3E0539601A8C062C45,北京市文化投资发展集团有限责任公司,北京市西城区车公庄大街4号1、2号楼,911100000592736444,059273644,0,0,1,1,,,,,,,,,105.0,,4.0,0.0,0.0,,,,,,,4.0332,1.7377,0.4924,-0.088,0.317,0.5812,1.8187,1.1593,2018-06-29
36,1194567,2020-10-15 22:36:56,6F268F85345AC7E3E0539601A8C062C45,中国铜业有限公司,云南省昆明市人民东路111号,911100001000034019,100003401,0,0,1,0,,,,,,,,,,,,,,,,,,,,2.05,40.0366,-0.071,-0.0175,0.4654,-0.0414,0.2807,15.9881,2018-06-29
37,1194568,2020-10-15 22:36:56,6F268F8537CBC7E3E0539601A8C062C45,中国全聚德(集团)股份有限公司,北京市西城区前门西河沿217号,91110000101623741K,101623741,0,1,0,0,,-0.263455,-0.284006,-0.183523,-0.0662768,-0.0729032,,,,,,,,-0.113689,1.95713,0.4677,-0.128397,2.35133,0.435283,884.128,28.1958,,0.1203,,-1.3316,,0.724,2018-06-29
38,1194569,2020-10-15 22:36:56,6F268F853F0AC7E3E0539601A8C062C45,中国东方红卫星股份有限公司,北京市海淀区中关村南大街31号神舟科技大厦12层,911100001000274544,100027454,0,1,0,0,,-0.43087,-0.318344,-0.243564,-0.137308,-0.118597,,,,,,,,-0.130417,2.50283,0.686171,-0.200181,3.09665,0.711169,51.9249,12.8507,-0.6851,-0.0503,0.0556,-2.1675,4.7987,16.5336,2018-06-29
39,1194570,2020-10-15 22:36:56,6F268F853F74C7E3E0539601A8C062C45,中国银行股份有限公司,北京市西城区复兴门内大街1号,911000001000013428,100001342,0,1,0,0,,0.131661,-0.0190217,-0.0906801,-0.0952381,-0.0574413,,,95.0,,0.0,0.0,0.0,0.0188894,1.8076,0.0936837,-0.0618408,1.90046,0.09757,,1.0562,,0.8404,0.0267,,113.048,-0.0728,2018-06-29
40,1194571,2020-10-15 22:36:56,6F268F854709C7E3E0539601A8C062C45,北京京西鑫融投资管理有限公司,北京市门头沟区石龙经济开发区永安路20号3号楼402号房屋,911100007501105328,750110532,1,0,1,0,,,,,,,,,95.0,0.0,0.0,0.0,0.0,,,,,,,1.8298,0.6602,0.5212,4.3571,0.1147,-4.629,9.1402,-56.9013,2018-06-29
41,1194572,2020-10-15 22:36:56,6F268F854944C7E3E0539601A8C062C45,中国船舶重工股份有限公司,北京市海淀区昆明湖南路72号,91110000710935329H,710935329,0,1,0,0,,-0.370717,-0.349436,-0.330017,-0.226054,-0.144068,114.0,,,,0.0,0.0,0.0,-0.163746,1.51964,0.33393,-0.295467,2.36864,0.518684,1.9734,19.2365,-0.0481,-0.0365,0.2442,-2.3575,2.4525,-25.5259,2018-06-29
42,1194573,2020-10-15 22:36:56,6F268F8554D0C7E3E0539601A8C062C45,招商局集团有限公司,北京市朝阳区建国路118号招商局中心招商局大厦五层A区,91110000100005220B,100005220,0,0,1,1,,,,,,,,,115.0,,0.0,8.0,0.0,,,,,,,7.0094,9.9319,0.2378,-0.1411,0.3033,0.9511,0.9508,26.3296,2018-06-29
43,1194574,2020-10-15 22:36:56,6F268F855711C7E3E0539601A8C062C45,北京同仁堂股份有限公司,北京市大兴区中关村科技园区大兴生物医药产业基地天贵大街33号,911100006336462669,633646266,0,1,0,0,,0.193101,0.0137931,0.0942928,0.0475059,-0.118,,,,,0.0,1.0,0.0,0.0213118,2.41973,0.566908,0.102537,3.07984,0.668083,56.1015,17.1758,3.5963,0.1101,0.0715,-1.7566,14.4222,10.6298,2018-06-29
44,1194575,2020-10-15 22:36:56,6F268F8557C1C7E3E0539601A8C062C45,中国有色金属建设股份有限公司,北京市丰台区西客站南广场驻京办一号楼B座中色建设大厦,91110000100001262Q,100001262,0,1,0,0,,-0.428208,-0.358974,-0.300156,-0.21875,-0.150943,,0.732421,,,,,,-0.156487,2.88703,1.26316,-0.269227,2.67208,0.651913,3.9541,17.1592,0.2522,0.1045,0.3628,0.7168,0.4096,-19.2891,2018-06-29
45,1194576,2020-10-15 22:36:56,6F268F85586AC7E3E0539601A8C062C45,中国航空技术国际控股有限公司,北京市朝阳区北辰东路18号,911100001000009992,100000999,0,0,1,1,,,,,,,,,110.0,,27.0,0.0,0.0,,,,,,,3.6857,23.182,0.5275,0.1284,0.3929,0.1463,1.1887,11.4106,2018-06-29
46,1194577,2020-10-15 22:36:56,6F268F856150C7E3E0539601A8C062C45,中国普天信息产业股份有限公司,北京市海淀区中关村科技园区上地二街2号,91110000710931555N,710931555,0,0,1,1,,,,,,,,,95.0,-1.0,16.0,0.0,0.0,,,,,,,2.4324,4.9426,0.1994,0.0254,0.4036,0.4235,0.6548,1.3064,2018-06-29
47,1194578,2020-10-15 22:36:56,6F268F8562C5C7E3E0539601A8C062C45,北京市长城伟业投资开发有限公司,北京市怀柔区雁栖经济开发区杨雁路88号,91110116102589311J,102589311,1,0,1,0,,,,,,,,,,,,,,,,,,,,16.2552,,-2.4299,-1.0503,0.1442,5.9285,7.7572,,2018-06-29
48,1194579,2020-10-15 22:36:56,6F268F85630EC7E3E0539601A8C062C45,深圳美丽生态股份有限公司,深圳市宝安区新安街道海旺社区宝兴路6号海纳百川总部大厦B座17层1701-1703室,91110000192181597U,192181597,0,1,0,0,,-0.498718,-0.231827,-0.278598,-0.12528,0.0371353,,,,,,,,-0.0578817,3.93041,2.72807,-0.202429,4.79168,2.31005,-21.2849,2.0223,0.7616,0.7444,0.2627,2.8051,0.5513,-28.0622,2018-06-29
49,1194580,2020-10-15 22:36:56,6F268F85661AC7E3E0539601A8C062C45,博彦科技股份有限公司,北京市海淀区西北旺东路10号院东区7号楼(博彦科技大厦),911100001021132178,102113217,0,1,1,0,,-0.769172,-0.174661,-0.265109,-0.176152,-0.146067,,,90.0,,27.0,8.0,0.0,-0.0312988,3.70481,2.87837,-0.185447,4.20782,3.08449,20.0694,9.8427,0.6241,0.0755,0.1087,-1.9088,3.4207,16.3652,2018-06-29
50,1194581,2020-10-15 22:36:56,6F268F8566C6C7E3E0539601A8C062C45,中国交通建设股份有限公司,北京市西城区德胜门外大街85号,91110000710934369E,710934369,0,1,1,1,,0.0459137,-0.293862,-0.110156,-0.117738,-0.106667,,0.141424,115.0,,67.0,13.0,0.0,-0.123481,2.3051,0.144376,-0.0804892,2.45785,0.112969,3.5334,5.2239,0.4398,0.0885,0.3324,-0.0418,1.2813,11.8267,2018-06-29
51,1194582,2020-10-15 22:36:56,6F268F856EB9C7E3E0539601A8C062C45,金诚信矿业管理股份有限公司,北京市密云区经济开发区水源西路28号院1号楼101室,911100006699022334,669902233,0,1,1,1,,-0.647521,-0.516166,-0.166992,-0.0857449,-0.170233,,0.079583,90.0,,10.0,0.0,0.0,-0.163569,2.49792,1.53774,-0.120323,2.99913,1.3256,11.248,17.9529,0.1808,0.0517,0.159,-13.3525,1.6898,1.8476,2018-06-29
52,1194583,2020-10-15 22:36:56,6F268F8570EEC7E3E0539601A8C062C45,德御坊食品股份有限公司,北京市朝阳区高碑店乡八里庄村建国路58号B座101室,91110000556827257K,556827257,0,0,1,0,,,,,,,,1.0,,,0.0,0.0,0.0,,,,,,,95.8086,54.2177,-1.0649,-0.0758,0.0478,30.0911,0.5177,-49.8542,2018-06-29
53,1194584,2020-10-15 22:36:56,6F268F8585D3C7E3E0539601A8C062C45,北京市农业投资有限公司,北京市东城区朝阳门北大街6号首创大厦606房,911100006835506765,683550676,0,0,1,1,,,,,,,,,95.0,,0.0,0.0,0.0,,,,,,,5.5282,0.758,0.6073,-0.0977,0.1835,3.2547,0.3276,95.7313,2018-06-29
54,1194585,2020-10-15 22:36:56,6F268F858A4EC7E3E0539601A8C062C45,中成进出口股份有限公司,北京市丰台区南四环西路188号二区8号楼,91110000710924101C,710924101,0,1,0,0,,-0.316695,-0.370507,-0.0324939,-0.326738,-0.145011,2.0,,,,,,,-0.136846,3.72449,3.50717,0.068505,4.89825,5.58302,,2.9515,,0.0487,,-0.7916,,,2018-06-29
55,1194586,2020-10-15 22:36:56,6F268F85925AC7E3E0539601A8C062C45,北京旋极信息技术股份有限公司,北京市海淀区丰秀中路3号院12号楼-1至5层101,911100006336942335,633694233,0,1,0,0,,-0.562673,-0.483115,-0.351333,-0.483678,0.0,31.0,,,,,,,-0.0605833,3.58651,1.3785,0.0360092,3.7528,1.7163,60.5418,4.9533,2.334,0.2018,0.0458,-1.1702,10.7373,50.7903,2018-06-29
56,1194587,2020-10-15 22:36:56,6F268F85942BC7E3E0539601A8C062C45,邦信资产管理有限公司,北京市丰台区东管头1号1号楼1-176室,911100001922088684,192208868,0,0,1,1,,,,,,,,,105.0,,58.0,0.0,0.0,,,,,,,1.3257,1.6862,-0.2264,-1.5968,0.7335,0.092,0.1558,33.6055,2018-06-29
57,1194588,2020-10-15 22:36:56,6F268F85A039C7E3E0539601A8C062C45,中国航天科工集团有限公司,北京市海淀区阜成路8号,91110000710925243K,710925243,0,0,1,1,,,,,,,,,115.0,,0.0,4.0,0.0,,,,,,,21.2016,23.2651,0.3942,0.0351,0.1529,-2.9643,2.9283,13.3487,2018-06-29
58,1194589,2020-10-15 22:36:56,6F268F85A16AC7E3E0539601A8C062C45,北京蓝天航空科技股份有限公司,北京市海淀区上地开拓路9号,91110108101998244B,101998244,0,0,1,0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,2018-06-29
59,1194590,2020-10-15 22:36:56,6F268F85A24AC7E3E0539601A8C062C45,北京首钢基金有限公司,北京市石景山区石景山路20号14层1408,9111000032714257XD,32714257X,0,0,1,0,,,,,,,,,,,,,,,,,,,,,0.004,,-4.438,0.0007,,717.53,35.7896,2018-06-29
60,1194591,2020-10-15 22:36:56,6F268F85AABCC7E3E0539601A8C062C45,中国电建地产集团有限公司,北京市海淀区玲珑路9号院东区9号楼4层406、7层707、8层808、9层909、10层1010,91110108700228356X,700228356,0,0,1,1,,,,,,,,,105.0,,33.0,0.0,1.0,,,,,,,5.6976,2.2722,0.2845,0.1329,0.4436,0.1952,1.3105,12.4223,2018-06-29
61,1194592,2020-10-15 22:36:56,6F268F85BD5BC7E3E0539601A8C062C45,中国兵器装备集团有限公司,北京市西城区三里河路46号,91110000710924929L,710924929,0,0,1,1,,,,,,,,,115.0,,61.0,0.0,0.0,,,,,,,15.1139,25.438,0.1889,0.0335,0.2257,4.136,1.3651,-35.9632,2018-06-29
62,1194593,2020-10-15 22:36:56,6F268F85C22BC7E3E0539601A8C062C45,清华控股有限公司,北京市海淀区中关村东路1号院8号楼(科技大厦)A座25层,91110000101985670J,101985670,0,0,1,1,,,,,,,,,110.0,,77.0,25.0,0.0,,,,,,,2.7559,10.3736,0.3356,0.0298,0.4332,-0.6873,1.3252,26.2526,2018-06-29
63,1194594,2020-10-15 22:36:56,6F268F85C453C7E3E0539601A8C062C45,中国建筑股份有限公司,北京市海淀区三里河路15号,911100007109351850,710935185,0,1,1,1,,0.0243902,-0.434197,-0.394679,-0.377423,-0.34296,,,115.0,,0.0,0.0,0.0,-0.0752053,2.09115,0.6166,-0.09593,2.14337,0.559153,4.2958,2.717,-0.3385,-0.0412,0.2571,1.4702,2.3785,9.8296,2018-06-29
64,1194595,2020-10-15 22:36:56,6F268F85CAC2C7E3E0539601A8C062C45,中粮置业投资有限公司,北京市朝阳区朝阳门南大街8号中粮福临门大厦12层,91110000710934596K,710934596,0,0,1,1,,,,,,,,,105.0,,0.0,0.0,0.0,,,,,,,8.4857,0.8892,1.5917,0.3376,0.2563,1.8396,1.3967,83.0182,2018-06-29
65,1194596,2020-10-15 22:36:56,6F268F85DBC4C7E3E0539601A8C062C45,华润双鹤药业股份有限公司,北京市朝阳区望京利泽东二路1号,91110000633796475U,633796475,0,1,0,0,,0.352617,-0.0960972,-0.00808081,0.0469083,-0.0469721,,,,,,,,0.054128,2.96565,0.887781,0.036395,3.25255,0.944243,,25.9554,3685.26,0.1849,0.0,-4.2827,3874.78,16.8713,2018-06-29
66,1194597,2020-10-15 22:36:56,6F268F85DEE4C7E3E0539601A8C062C45,北京中电华强焊接工程技术有限公司,北京市大兴区瀛海镇经二路6号,91110115802029921B,802029921,0,0,1,0,,,,,,,,,85.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2018-06-29
67,1194598,2020-10-15 22:36:56,6F268F85E7F1C7E3E0539601A8C062C45,北京安控科技股份有限公司,北京市海淀区地锦路9号院6号楼,91110000633710213T,633710213,0,1,1,1,,-0.689381,-0.288032,-0.0859375,-0.1,-0.143902,4.0,,90.0,-1.0,97.0,1.0,0.0,-0.107374,3.25761,1.50481,-0.0217883,4.21287,2.18738,4.7672,11.7686,-0.5071,-0.2435,0.3923,0.4147,0.4152,88.9879,2018-06-29
68,1194599,2020-10-15 22:36:56,6F268F85F176C7E3E0539601A8C062C45,北京三元食品股份有限公司,北京市大兴区瀛海瀛昌街8号,91110000600062547M,600062547,0,1,0,0,,-0.212355,-0.0555556,-0.0452418,0.030303,0.0533563,11.0,0.511723,,,,,,-0.00436016,2.43266,0.453893,-0.0038725,2.91059,0.367543,15.3894,32.4007,-0.2457,-0.0039,0.0581,-3.2727,18.0023,4.5638,2018-06-29
69,1194600,2020-10-15 22:36:56,6F268F86094EC7E3E0539601A8C062C45,探路者控股集团股份有限公司,北京市昌平区科技园区永安路26号609-06,91110000700205322G,700205322,0,1,0,0,,-0.769048,-0.510101,-0.29326,-0.220884,-0.169165,43.0,,,,,,,-0.261991,2.83854,1.57987,-0.239843,3.70431,2.00619,,7.5606,,-0.0491,,-1.7391,,5.4103,2018-06-29
70,1194601,2020-10-15 22:36:56,6F268F860ED8C7E3E0539601A8C062C45,泛海控股股份有限公司,北京市东城区建国门内大街28号民生金融中心C座22层,911100006188158771,618815877,0,1,1,1,,-0.406674,-0.348225,-0.237265,-0.281566,-0.189459,57.0,0.003439,75.0,-1.0,730.0,7.0,1.0,-0.155896,1.62861,0.0771126,-0.214197,1.44256,0.0682642,2.9833,0.5462,-0.1814,-2.2968,0.6048,0.1794,0.4371,-31.5931,2018-06-29
71,1194602,2020-10-15 22:36:56,6F268F861085C7E3E0539601A8C062C45,北京同有飞骥科技股份有限公司,北京市海淀区地锦路9号院2号楼-1至4层101,911100007001499141,700149914,0,1,0,0,,-0.695613,-0.433648,-0.116118,-0.217191,-0.160494,8.0,,,,,,,-0.164381,4.62642,3.09663,-0.00682167,5.4703,3.48389,,8.3634,,0.1377,,-2.9364,,-19.4906,2018-06-29
