FE;EBITA;OCF;MC;FS
11.17;89.695;56.26;-0.244135561;0
5.664;54.534;48.892;-0.115276332;0
4.332;59.819;61.877;-0.308343002;0
2.49;72.599;70.845;-0.481434306;0
2.556;79.273;61.94;0.421798784;0
84.184;233.419;103.334;0.464775787;0
30.706;230.049;189.143;0.181422901;0
186.204;254.57;143.767;-0.003885574;0
68.146;365.098;181.961;0.918289918;0
249.954;352.055;151.938;0.004846434;0
315.812;291.303;144.188;-0.06209173;0
264.7;324.6;236.4;-0.104074293;0
197;321;208;-0.049290339;0
68;310;264;0.345659565;0
43;288;26;0.16492902;0
45;270;192;-0.483625161;0
55;327;254;0.375138851;0
32;344;241;0.370507558;0
81;307;224;-0.145280047;0
92;300;252;0.135181174;0
82;370;309;-0.017082286;0
130;338;124;-0.105572014;0
34;217;399;-0.272467755;0
52;443;249;0.410662963;0
143;395;195;-0.256739979;0
247;496;415;0.463908713;0
278;511;419;0.179401562;0
68;590;315;0.196351824;0
23;469;499;-0.396949835;0
8;464;392;0.6540791;0
263;494;340;0.059086017;0
0.15;4.239;3.732;0.023748805;0
0;6.005;5.834;-0.274489656;0
0;8.111;4.377;-0.036036718;0
0;6.786;5.338;-0.357142857;0
0;7.033;5.856;0.111111111;0
0;8.08;7.274;-0.191733333;0
0;10.733;11.093;0.608380073;0
0;10.809;4.617;0.333333333;0
0;6.604;1.699;-0.538461538;0
0;8.205;9.588;0.25;0
0;19.276;19.867;2.683643164;0
0;23.475;18.129;0.655552078;0
0;29.1;22.983;0.357756405;0
0;29.787;25.482;-0.032341906;0
0;28.33;12.672;0.503937929;0
1.586;20.375;30.429;-0.667511964;0
1.259;3.69;6.395;-0.807181237;0
1.408;2.197;11.158;1.212575503;0
1.518;-7.61;-4.625;-0.038427844;0
0;9.956;5.771;0.420767658;0
0;-5.142;-2.253;-0.59229736;0
0;-12.813;-17.539;2.603265732;0
4.843;9.886;4.883;0.459901302;0
7.223;11.1;4.062;-0.037367546;0
2.745;13.74;9.128;0.90546224;0
0;18.559;9.369;0.413448004;0
9.987;22.01;6.582;0.309656585;0
0;24.144;15.028;0.011796526;0
0;28.346;19.858;0.40130462;0
0;37.851;18.721;0.080857456;0
0;44.159;19.907;-0.093210608;0
0;51.483;31.32;1.393671596;0
8.667;65.235;38.886;1.025539323;0
4.558;83.01;75.888;-0.09200021;0
20.829;121.914;75.815;0.195667092;0
3.641;180.802;137.046;0.607536752;0
3.543;181.611;107.087;-0.057228445;0
7.643;184.936;168.031;-0.180055902;0
3.549;206.129;160.086;-0.055580309;0
9.464;227.314;151.08;-0.074391087;0
278.653;245.882;209.344;0.003773544;0
7.5;306.801;225.964;0.482332298;0
7.5;355.811;266.688;-0.288319714;0
295.517;334.319;249.331;0.087624322;0
41.563;338.4;198.643;0.119081941;0
38.965;302.736;223.215;0.185648986;0
53.965;343.502;242.577;0.124114732;0
53.965;370.374;281.25;0.391047784;0
377.342;774.353;549.521;-0.100424448;0
326.971;895.365;695.016;0.226392263;0
491.098;1079.474;685.814;-0.095553145;0
946.082;1264.549;764.322;0.46348261;0
1020.531;1532.509;909.233;0.035636518;0
1222.169;1269.807;867.346;0.224578755;0
876.296;1320.263;808.121;0.683928091;0
697.68;1271.005;962.54;-0.30533667;0
1974.06;1314.545;1357.914;0.209644981;0
1010.739;1511.018;1227.429;-0.109623717;0
1271.505;1764.012;1269.896;0.000587477;0
1907.31;1857.352;1232.882;0.171093951;0
1207.08;2548.28;1406.344;0.266180128;0
2086.623;2114.123;1550.358;0.021532009;0
2861.515;2499.173;1226.084;0.127098404;0
5125.447;2480.375;1611.252;0.157696689;0
1739.661;1138.821;685.631;-0.536490509;0
0.896;4.127;2.235;-0.517416288;0
3.796;0.429;-1.118;-0.11453202;0
4.038;1.993;3.228;0.170004968;0
3.065;3.425;2.3;-0.047036379;0
4.568;4.691;1.249;1.099780799;0
4.473;7.121;3.396;0.82665321;0
3.617;10.467;7.952;-0.069609658;0
3.395;18.212;15.13;0.275862069;0
7.234;19.76;10.38;-0.058328622;0
2.318;25.453;25.993;1.040849265;0
6.156;30.186;5.36;0.341217425;0
3.459;30.928;13.82;-0.146521361;0
6.667;40.482;31.64;-0.001813539;0
8.531;46.112;35.307;0.582698884;0
6.637;49.337;18.375;-0.354964033;0
0.118;68.221;41.526;-0.296653585;0
2.572;61.206;36.491;0.139487179;0
0;52.659;41.037;0.016002428;0
12.8;52;32.108;-0.202554182;0
0;54.214;31.336;0.678234281;0
0;54.189;24.559;0.225138219;0
2.555;38.449;19.987;-0.030156934;0
47.885;215.108;117.82;0.237917579;0
30.263;212.024;138.676;0.348509868;0
28.824;196.833;136.136;-0.049503458;0
1.823;8.36;6.492;0.069195511;0
1.211;14.441;6.09;2.678778382;0
1.239;18.121;12.319;-0.058996552;0
1.572;23.125;18.013;0.569228798;0
1.57;6.933;-11.728;-0.182653844;0
3.325;4.445;13.625;-0.241666667;0
2.795;7.228;9.952;-0.048730534;0
2.796;39.742;26.854;0.260361789;0
6.384;17.769;19.641;-0.444338251;0
8.501;-14.127;-2.352;0.25;0
9.921;-6.763;-1.032;-0.11444011;0
61.994;-16.388;-10.727;-0.388442905;0
2.921;3.62;4.642;0.606778014;0
3.476;19.775;11.783;0.057471264;0
3.645;0.571;2.716;-0.241304348;0
2.098;-6.704;-12.187;0.053542334;0
2.269;3.917;-3.179;-0.177618903;0
2.488;-11.614;-7.544;-0.717094437;0
2.685;9.801;7.758;2.424420962;0
9.127;5.933;4.496;0.031561462;0
0.516;2.615;1.541;3.731012658;0
1.5;5.197;2.291;0.283596114;0
0.891;4.389;0.02;-0.147065027;0
0.991;6.137;3.448;0.02269289;0
0.993;10.19;10.287;6.650122895;0
0.799;2.704;-5.344;-0.765885582;0
0.741;-0.526;3.03;-0.485838633;0
0.597;0.473;6.014;-0.340125192;0
4.972;5.015;0.815;25.74081898;0
0.644;13.125;7.509;-0.858608244;0
0.917;10.526;12.313;-0.181476408;0
3.005;12.137;5.479;-0.107789821;0
3.603;10.619;5.094;2.71612411;0
2.897;17.9;12.536;-0.259213512;0
2.168;28.575;22.38;0.422358776;0
2.944;14.637;16.723;-0.091709952;0
5.343;-19.551;-1.476;-0.674093837;0
21.078;-2.699;13.76;-0.815562551;0
5.901;-7.463;2.472;5.164906214;0
7.489;0.483;0.857;0.104439818;0
1.1;10.566;12.432;0.438636852;0
2.261;18.744;16.597;2.106758372;0
1.156;26.448;22.816;1.994332823;0
0.688;34.326;28.645;-0.396209201;0
0;43.173;47.4;-0.033783616;0
0;39.644;25.796;-0.145572767;0
0.108;-27.16;-23.248;-0.223279788;0
0.638;-38.649;-28.604;0.123856828;0
0.617;-23.526;-19.651;-0.350473772;0
3.658;-24.293;-16.491;-0.340351271;0
3.723;-16.723;-19.122;-1;0
0;-8.146;9.045;0.0786041;0
2;-14.46;-8.484;-0.604097118;0
0;-39.648;-34.518;4.716470122;0
33.035;-70.959;-68.47;0.210913177;0
25.561;-68.512;-60.86;0.39815817;0
0.127;14.7;9.045;-0.29989623;0
0.289;24.727;10.351;1.399808018;0
0.389;35.829;-20.661;0.287899465;0
0.301;47.094;15.191;0.439440147;0
0.525;37.824;12.136;-0.37943137;0
0.333;22.936;3.976;-0.060492427;0
0.352;19.603;19.341;0.169084481;0
1.972;-10.945;-20.466;0.188901199;0
0;-34.685;-48.797;3.31569138;0
1.019;41.227;28.514;-0.029255819;0
5.852;52.881;43.882;-0.060094293;0
0.095;67.48;44.01;-0.176447046;0
0.11;47.003;43.844;0.052311632;0
0.1;54.789;37.239;0.029967748;0
0.337;65.198;31.398;0.508352553;0
0.406;0.674;0.56;-0.212877119;0
0.256;1.302;0.445;1;0
0.488;1.56;1.853;0.224116614;0
0.338;2.949;1.087;0.394662697;0
0.247;4.074;2.114;1.030874786;0
0.151;4.367;2.023;-0.336986937;0
6.401;13.555;2.675;0.084801762;0
0.426;7.151;-5.191;-0.624514544;0
0.159;3.577;-1.142;0.171900761;0
3.85;-4.578;-3.031;1.576249565;0
1.8;-6.199;1.358;-0.844079178;0
0;-5.631;1.735;-0.922550106;0
0.394;-2.316;-1.754;0.871252786;0
1.15;-0.372;-0.828;10.50482281;0
3.532;-1.588;-2.09;-0.766852269;0
3.907;-0.941;-0.59;0.010162602;0
2.26;-0.928;0.991;-0.63138833;0
2.343;0.09;-0.138;1.00010917;0
1.517;0.449;0.902;-0.384615385;0
1.432;0.13;-0.096;-0.146600895;0
0.655;0.308;0.676;0.451657326;0
1.663;-1.928;-11.214;-0.230139402;0
0;0;0;-1;0
0;-1.205;-0.88;-1;0
0.069;-3.336;-2.983;-0.13975098;0
2.191;-6.37;-3.414;0.293676851;0
1.577;-7.759;-8.313;-0.30847669;0
293.7;1092.6;744.3;-0.0607767;0
669.4;1177.8;652.4;-0.050799023;0
434;1287;968;0.016197868;0
865;1437;1185;0.268608326;0
865;1611;1213;0.440210038;0
1506;1842;1187;0.417153168;0
1401;1729;1413;0.018235387;0
1987;1509;932;-0.219742063;0
1873;1495;1165;-0.383688281;0
1806;1475;1106;-0.038102033;0
1196;1305;1017;-0.146309641;0
1279;1373;873;0.036480687;0
810;1392;744;0.054458415;0
451;1483;990;0.205549043;0
1097;1415;1226;0.171493946;0
595;1520;674;-0.05335848;0
982;1564;766;-0.072162836;0
378;1532;1166;-0.178205552;0
835;1615;1057;0.133333772;0
657;1620;1142;-0.123225892;0
786;1494;1120;-0.023229955;0
1909;1633;1019;0.413470251;0
1771;1597;899;-0.108476468;0
1543;1529;1182;0.174257759;0
1219;1457;1463;0.254679742;0
1037;1995;1291;-0.170879747;0
0.265;30.149;16.199;0.624698254;0
20.828;38.783;8.912;0.795083376;0
50.001;71.519;23.179;0.66981387;0
29.133;109.105;73.318;0.895367498;0
97.467;104.2;107.768;-0.372700585;0
116.018;140.902;28.755;0.799466034;0
93.733;175.79;107.245;-0.081691968;0
80.787;281.443;148.055;-0.07077979;0
58.36;315.481;103.775;0.336586934;0
136.384;394.354;213.299;1.019226177;0
73.887;466.069;236.053;-0.070706871;0
269.037;652.061;340.307;0.512052398;0
84.569;722.63;320.7;0.734300952;0
293.947;868.396;435.971;0.002152474;0
470.6;977.1;313.2;-0.062081904;0
608.8;704.4;519.8;-0.246758986;0
462.5;711.3;506.9;-0.310947314;0
558.4;675.5;402.5;0.168782975;0
99.6;596.2;619.3;0.283711861;0
708.1;643.5;784.1;-0.010895863;0
27.6;672.1;556.3;0.926102898;0
647.2;1324.6;826.2;0.897944664;0
210.5;1768.2;1081;0.438479596;0
1265;2036.3;1413.7;0.263993662;0
1517.4;2427.5;1696;0.095521839;0
159.814;-7.006;-12.913;-0.1875;0
173.412;-10.644;-13.299;-1;0
4291.384;1961.696;523.744;-0.003748324;0
3483.759;1821.081;1578.741;0.288584788;0
4746.81;2140.26;881.95;0.287716975;0
5292.447;2507.884;1044.922;0.082952678;0
4899.897;2933.509;2071.362;0.228834524;0
4120.792;3183.454;1174.107;0.077758517;0
3477;3642.801;2125.345;-0.075504823;0
2925.48;3276.147;3028.598;0.889337626;0
2162.504;3412.835;3014.053;-0.165612257;0
1515.939;3250.947;2316.303;0.041437427;0
556.283;4263.492;3741.25;0.052914628;0
365.757;5962.878;4351.86;0.295710191;0
94.99;7081.587;5399.317;0.148182057;0
42.873;6855.796;5132.864;0.085130014;0
129.092;8145.605;5842.361;0.443163178;0
160.675;9634.798;7362.009;-0.233077708;0
60.879;9202.319;6776.747;-0.329289592;0
54.674;5720.327;6566.771;0.347756508;0
88.16;8127.158;9114.889;0.20723384;0
108.378;8306.236;6099.792;-0.160997426;0
21.537;6717.324;4433.022;-0.145789771;0
12.342;5819.002;4823.202;-0.195061609;0
8.494;5153.1;4872.149;-0.049927674;0
5.72;5226.051;3947.152;-0.0481159;0
15.841;4101.403;4283.978;-0.066051405;0
348.993;5566.351;5240.545;0.31408377;0
0;879.478;407.744;0.157553511;0
0;1018.526;641.257;0.141366051;0
0;1411.346;976.224;0.378149375;0
0.867;1.022;0.898;3.303349007;0
0.227;1.494;-0.191;1.24974521;0
0.583;2.236;0.431;-0.314910151;0
2.378;3.766;1.587;0.382364313;0
3.729;53.017;-93.835;0.090354615;0
3.092;66.254;106.543;-0.017347199;0
0;0;0;-1;0
5.083;184.848;10.477;0.336370587;0
106.007;314.51;122.222;1.327565525;0
28.317;435.475;32.278;0.350634441;0
30.653;538.069;143.075;0.664819075;0
40.2;1257.1;345.7;0.69324681;0
28.4;1505.6;638.2;0.164950427;0
14.2;1892.6;871.7;0.513137188;0
18.2;2215.9;983.9;-0.109801649;0
228.7;2547.6;1398;0.04612753;0
860.6;2693.9;2624.7;0.046906887;0
307.9;2554.7;2850.2;-0.186981417;0
229.2;2500.2;2140.3;0.076859095;0
16;2476.1;1223.1;-0.016051152;0
159;2594.1;1512.1;-0.291638939;0
367.3;2493.7;1567.3;-0.402906247;0
233.2;1628.1;2134.1;0.089162029;0
326.7;1888.2;1394.6;0.331287185;0
476;2108;1176;-0.096630443;0
168;2309;1727;0.110703873;0
801;2399;2524;0.443972801;0
281;2660;2540;0.187514932;0
587;3204;2971;-0.084483111;0
1327;3071;1184;-0.019765741;0
0.866;-0.847;6.357;127.5774919;0
0.05;58.421;49.83;0.143946956;0
0.05;66.989;32.792;0.43182288;0
0.05;82.307;72.576;0.093751067;0
0.767;96.43;55.703;0.110830811;0
0.701;122.442;86.032;0.484464243;0
24.332;159.868;82.986;0.404236844;0
31.241;189.188;96.804;0.208363122;0
1.989;207.685;136.093;-0.303818811;0
173.762;223.783;125.126;0.19761725;0
17.688;147.274;222.918;-0.138435019;0
53.038;182.74;226.057;0.131369957;0
7.505;207.658;116.943;0.48969728;0
59.99;237.953;111.41;0.063406269;0
57.993;260.617;201.989;0.046574786;0
151.676;320.609;19.878;0.148974826;0
58.571;341.118;259.302;-0.069549115;0
127;313.2;274.2;-0.441648687;0
0;279.6;447.2;0.658162071;0
69;295.3;107.4;0.167202289;0
158.1;371.3;191.2;0.126436751;0
0;561.4;485.9;0.357858377;0
0;477.5;414.7;0.362647039;0
0;515;295.9;0.154948546;0
149.9;642;529.2;-0.026884481;0
0;732.9;531.2;0.247524928;0
0;720.9;458.7;-0.008295375;0
6.751;75.243;61.811;-0.032525749;0
6.617;84.924;95.048;0.085021027;0
15.618;106.78;99.466;0.105536287;0
27.431;123.877;43.787;0.148059746;0
25.974;150.874;50.037;-0.041867568;0
85.912;155.736;74.068;0.676286223;0
156.1;226.2;108.4;0.288073396;0
155.4;164.9;87.4;-0.453983039;0
230.3;168.3;62.4;-0.259787279;0
195.8;206.5;118.6;0.398754845;0
67;88.5;143.7;-0.008087134;0
17.2;89.2;92.2;-0.458739431;0
22.4;117.1;94.1;1.250800672;0
0.2;247.6;142.5;0.645986135;0
0.2;357.5;237.6;1.282694981;0
33.2;371.8;275.1;0.155110774;0
23;362.4;218.5;-0.419155435;0
20;124;145.5;-0.536588505;0
0;70.7;115.2;0.575385392;0
100;166;64.2;0.762524064;0
101;317.2;160.3;-0.014407436;0
0;348.5;215.2;-0.05143051;0
0;331.9;239.6;0.413052247;0
0;268;282.6;-0.42090172;0
0;233.2;256.9;-0.211561521;0
55;218.7;129.3;0.140385438;0
4.773;12.775;3.712;1.373900975;0
59.385;102.36;-8.975;5.544814374;0
3.459;59.647;-35.342;0.313108458;0
18.49;95.794;-140.635;-0.408656516;0
2.31;112.205;67.072;0.545019524;0
2.017;91.169;47.39;-0.099412084;0
5.743;70.909;63.023;-0.245314957;0
5.453;78.69;61.555;-0.427219449;0
6.092;87.583;37.81;0.380835986;0
3.312;75.06;29.178;-0.167277628;0
18.002;76.118;51.139;0.304278847;0
8.534;61.685;48.384;-0.025744837;0
6.711;93.349;53.504;0.04655288;0
0.3;5.643;62.304;0.333060453;0
1.855;-0.484;-0.946;0.054353441;0
3.312;-2.458;-2.016;0.176079042;0
3.087;-1.724;0.447;-0.020843829;0
1.912;-2.446;0.274;-0.477268161;0
1.11;-2.03;-3.002;1.250568276;0
2.094;-3.475;-3.45;-0.840397216;0
6.593;22.45;22.406;0.25;0
4.307;22.075;15.861;0.023529412;0
3.511;19.135;15.135;-0.034482759;0
6.055;29.85;18.783;0.142857143;0
7.955;40.75;21.765;0.114321399;0
32.11;35.13;22.374;0.198694239;0
15.694;46.16;15.701;-0.033463943;0
16.327;58.235;20.702;-0.077480304;0
14.545;49.192;50.135;-0.32518581;0
7.206;56.774;28.049;0.50617284;0
13.989;42.089;34.836;-0.217538748;0
13.738;42.844;23.941;0.220723533;0
15.823;44.225;26.407;0.533822263;0
15.377;60.532;38.148;0.750424423;0
17.422;78.494;50.425;0.430689426;0
17.119;83.024;57.109;0.012986086;0
2.907;95.627;53.326;-0.137013487;0
2.756;77.12;41.086;-0.556076337;0
3.426;12.156;45.413;0.268590409;0
0.548;58.794;27.778;0.63890204;0
0.689;92.251;54.219;0.219900613;0
0;81.037;51.171;0.14777189;0
8.99;36.558;33.577;0.745308002;0
15.577;42.229;30.325;0.008692995;0
23.351;51.882;52.729;0.731007595;0
19.849;65.184;49.524;0.425205134;0
29.704;73.383;47.972;0.262245925;0
14.596;76.085;67.702;-0.123983096;0
22.115;89.826;78.577;0.739000518;0
16.752;105.353;74.448;-0.189116768;0
55.653;110.277;108.982;-0.172493661;0
9.482;109.075;77.996;0.032789786;0
14.923;108.008;83.09;0.082415782;0
19.897;123.285;103.914;-0.0044744;0
28.345;114.821;97.902;0.287698246;0
27.636;128.609;132.184;0.022869783;0
51.628;164.197;148.327;0.271699426;0
47.566;168.026;113.338;0.180988652;0
34.383;211.454;175.988;-0.117627183;0
28.442;230.854;169.867;0.205047274;0
24.577;272.923;214.068;0.454079766;0
1.767;289.477;261.443;-0.246747538;0
10.737;315.259;294.879;0.450339835;0
74.91;322;286.328;0.033423412;0
0.553;364.719;314.16;0.190393587;0
15.398;479.361;341.682;0.208692771;0
15.375;559.816;464.709;0.368820107;0
16.321;508.833;459.273;-0.006804876;0
5.593;15.286;14.615;0.081395349;0
5.435;20.196;1.336;0.484278849;0
3.831;33.112;28.118;0.224536124;0
2.756;51.746;24.709;1.040930823;0
2.482;51.022;34.915;-0.140517908;0
2.688;49.92;5.165;0.191026084;0
3.765;48.653;-23.528;-0.34412219;0
3.915;35.207;73.597;-0.216443558;0
3.425;26.184;-18.606;-0.142090341;0
2.664;12.757;59.641;-0.18;0
3.546;4.524;-5.654;-0.38093932;0
8.248;3.178;-1.059;0.599622733;0
11.607;42.356;13.621;0.634785755;0
6.233;80.517;59.793;0.865858765;0
136.095;105.755;31.44;0.213399472;0
25.776;112.841;78.666;0.411757815;0
42.035;86.319;21.747;-0.591688131;0
21.498;-15.781;53.13;0.278199146;0
8.012;11.311;34.362;0.349473891;0
0.692;30.826;-46.288;-0.485612313;0
0.915;67.562;5.351;0.57094599;0
0.397;20.755;74.385;0.011100553;0
0.737;-19.63;-75.077;-0.45625361;0
7.012;-32.564;-22.133;-0.798764388;0
0.137;-14.252;-34.962;-0.783079609;0
5.972;-10.725;-70.843;-0.949950235;0
114.315;291.4;46.414;-0.107323376;0
78.662;305.579;130.662;-0.166740571;0
53.816;308.247;69.573;-0.139868767;0
23.557;299.483;223.152;0.531384641;0
21.975;316.783;94.953;-0.032498598;0
13.616;345.943;291.036;0.355767649;0
36.088;308.306;157.098;-0.352668629;0
39.644;269.423;73.801;-0.48993223;0
45.04;294.06;165.441;0.007872785;0
27.139;290.465;266.298;0.639177434;0
242.414;393.621;227.168;0.22172397;0
47.575;476.625;338.924;-0.999981718;0
31.902;463.898;217.392;-1;0
39.27;305.123;147.639;0.093302042;0
38.725;359.234;5.125;-0.357269606;0
181.512;122.002;45.278;0.329544531;0
1553;675;503;0.222706693;0
1533;1459;1405;0.674634265;0
1633;2321;1757;0.218807518;0
2436;2653;2190;0.031586973;0
2927;2977;1782;0.256662015;0
1626;3501;2096;0.246062114;0
3048;3607;1778;-0.079411614;0
3874;2999;2570;0.013302154;0
3733;3447;2059;-0.024189891;0
5311;3290;1987;0.104294993;0
6087;3060;2366;-0.122736124;0
5738;3505;2066;0.813235103;0
7688;4650;-3991;0.171717468;0
10068;6090;3113;0.158980005;0
9616;7634;5799;0.021967161;0
10600;7850;7935;0.143132127;0
12701;7982;4787;-0.406530694;0
9784;5752;6343;0.324997547;0
7981;7656;5009;0.680538805;0
9648;11975;7010;-0.019482371;0
12391;13243;5241;0.000536397;0
11031;10417;10191;-0.013243093;0
11501;10745;8057;-0.042094689;0
12846;8995;6675;-0.286718736;0
13965;5783;5608;0.37438426;0
11031;9399;5702;0.731433589;0
0;22.747;22.884;17.83160526;0
0;35.083;17.128;0.844436295;0
0;44.049;6.502;0.071038852;0
0;35.733;33.394;-0.510638657;0
0;26.152;14.898;-0.117060834;0
0;24.99;15.631;-0.428048823;0
0;33.382;38.935;1.737815191;0
0;44.673;40.899;-0.256304477;0
0;60.637;44.521;0.160875536;0
0;69.578;44.093;0.665861929;0
0;77.21;47.057;0.199825111;0
0;83.072;63.729;-0.153803284;0
6;64.664;65.747;-0.05245995;0
6;73.07;79.851;0.466797479;0
0;86.27;70.943;0.065791071;0
0;91.016;58.701;0.056575623;0
0;63.236;74.164;-0.324398157;0
0;68.017;71.567;-0.191924285;0
0;86.496;84.689;0.556196621;0
0;108.697;79.476;0.191716891;0
0;118.3;81.341;0.084367148;0
0;117.76;80.351;0.032720128;0
0;102.919;92.959;0.012587557;0
0;110.111;117.459;0.447843016;0
0;118.898;93.853;-0.050353871;0
0;64.965;72.129;-0.399105199;0
4.172;4.296;0.991;1.427494934;0
2.441;5.101;5.655;0.588235294;0
3.529;8.015;0.917;0.259259259;0
3.467;9.907;3.101;-0.11751663;0
4.114;13.883;11.032;0.952882057;0
0;0;0;-1;0
0;16.127;16.257;0.312610343;0
0;22.916;16.586;1.029877841;0
0;15.682;6.376;-0.27731961;0
0;7.336;8.996;0.013412908;0
0;0.375;1.326;-0.320742639;0
0;-4.045;-9.551;0.454391229;0
36;4.562;3.141;0.378595554;0
15.278;22.58;16.43;0.042487375;0
10.169;25.052;20.72;0.032665241;0
10.187;35.545;46.757;1.09338685;0
6.59;42.234;25.698;-0.041697819;0
8.649;50.264;43.543;0.254835211;0
6.417;60.493;44.794;0.254799075;0
0.011;0.083;0.109;-0.248;0
0.013;0.295;0.253;-1;0
0;0.965;0.213;3.194170933;0
0;0.986;0.547;-0.520299246;0
0;1.231;0.911;-0.246574225;0
0;1.257;0.896;-0.054238389;0
0;1.944;-0.36;2.166048535;0
0.05;1.543;0.505;-0.475436067;0
0.045;0.801;1.415;-0.195488722;0
0;1.351;1.129;0.454869326;0
0;2.215;1.464;0.801534816;0
0;0.964;0.171;-0.203647901;0
0;2.699;2.182;0.602259207;0
0;1.959;1.733;0.018225638;0
0;2.725;1.144;-0.415630525;0
0;1.357;1.703;-0.205455673;0
0;2.636;2.503;0.727944236;0
1.394;2.201;0.123;0.127438939;0
0;4.675;2.335;0.369467699;0
0;7.43;5.541;1.411506783;0
0;2.858;4.494;-0.496024013;0
0;2.072;0.168;0.050814873;0
0;-0.454;-1.267;-0.606585371;0
0;1.227;1.597;0.405863045;0
0;-0.063;-0.065;6.37102469;0
0.016;-0.067;-0.057;-0.892769718;0
0.016;-0.046;-0.035;-0.372225437;0
0.022;-0.024;-0.026;-0.5;0
1.928;-2.304;0.832;25.71680861;0
4.115;0.672;-0.798;0.678317509;0
0;7.895;4.449;1.570815408;0
0.736;11.784;0.639;6.469487271;0
0.017;19.549;20.428;-0.37740011;0
2.916;19.565;-2.909;0.8867556;0
0;41.965;51.595;0.072539696;0
814.69;61.273;150.598;0.432304484;0
638.865;107.915;-1.083;0.333922695;0
786.724;154.653;-56.034;-0.007319126;0
577.374;76.321;179.697;-0.303699216;0
762.267;144.381;-114.599;0.29451718;0
632.315;276.722;257.508;0.160697953;0
1157.791;386.286;-432.673;1.219032493;0
1630.51;597.154;-254.148;-0.126707664;0
893.483;663.873;859.753;-0.29350896;0
1245.17;696.432;-1413.303;0.782483031;0
1260.447;1005.111;80.986;0.272658452;0
1980.454;1319.592;-5.509;0.041061046;0
4116.176;1444.63;689.515;1.00511323;0
5518.543;1851.249;-458.268;0.103157936;0
2436.846;1931.567;-933.139;0.034748564;0
2131.63;283.154;948.337;-0.337799405;0
492.194;-2606.613;1480.634;-0.40455343;0
330.073;-1272.693;1381.404;-0.687300704;0
35.233;-122.904;-109.818;-0.667960277;0
26.654;-26.275;-42.297;-0.225234175;0
33.079;-25.966;-64.52;0.788579458;0
25.789;-29.267;-56.551;0.948497749;0
6.897;-1.326;-12.838;0.368336537;0
5.94;27.903;33.715;-0.056902073;0
6.383;82.612;-7.517;0.368944772;0
0;27.3;12.2;0.006942497;0
0;32.4;19.3;0.32173913;0
0;30.2;8.4;-0.046052632;0
0;20.4;11.2;-0.15862069;0
0;17.1;27.2;-0.295081967;0
0;8.4;19.3;0.081395349;0
0;-16.3;-19.8;0.018505338;0
0;-3.8;20.7;-0.18674812;0
0;31.3;8.1;0.37345006;0
10;36.4;35;0.056014692;0
10;24.2;-8.9;0.048319796;0
10;36.7;59.4;0.049586777;0
0;60.1;36.6;0.098309403;0
0;0.5;-13.3;-0.014760148;0
0;12.8;-2.6;-0.050026752;0
0;17;-7.4;0.011095466;0
0;22.7;10;-0.035305258;0
0;8.3;11;0.12598307;0
0;0;-9.9;-0.011330769;0
0;8.2;30.4;-0.255617507;0
0;-13.5;1.2;-0.256618881;0
0;-11;-5.7;0.150647627;0
6.823;37.122;23.129;0.198787312;0
13.576;42.356;9.673;-0.275540123;0
3.679;47.264;2.403;-0.061035031;0
18.079;41.922;21.72;-0.060835425;0
0;32.979;20.183;-0.24860594;0
0;35.584;-11.357;0.817764109;0
1.75;41.438;18.975;-0.516154411;0
42.124;178.969;146.324;0.477587203;0
83.433;210.319;166.754;-0.061708963;0
170.718;272.135;205.773;0.196530633;0
29.524;316.689;220.695;0.187566635;0
19.919;355.317;280.3;-0.015303608;0
55.244;427.265;314.144;0.63698139;0
53.01;808.365;494.289;1.053860721;0
62.098;856.885;430.921;0.066985598;0
425.962;913.469;598.308;-0.241494806;0
1008.834;1033.303;696.218;-0.07882582;0
70.737;1022.881;2122.351;-0.093340636;0
72.453;1222.078;1069.068;0.121214445;0
249.617;1255.27;964.05;-0.002940635;0
276.736;1238.287;967.078;-0.074306543;0
178.012;1196.511;840.719;0.137643543;0
279.898;1251.039;1029.986;-0.090317726;0
20.407;1258.466;853.3;-0.390724168;0
500.065;2482.508;1573.715;2.953057966;0
11.583;3616.56;2044.704;0.299605429;0
480;6518;4201;0.634206036;0
1205;7656;6065;0.06375931;0
785;7432;5559;-0.240519889;0
550;7056;5188;0.210506128;0
1503;6960;5152;-0.391962178;0
1503;6527;4608;-0.050078022;0
443;6298;3878;0.372159601;0
1.044;-0.124;-0.035;-0.391563462;0
1.306;-0.961;-0.38;0.115213147;0
1.029;-0.361;0.736;-0.134561795;0
1.601;3.748;0.855;1.959027074;0
1;3.723;1.673;0.35058786;0
0;1.605;2.543;-0.47101441;0
0;1.415;1.204;-0.068610312;0
0.1;3.066;1.685;0.265027077;0
0.1;7.086;7.004;0.486490877;0
0.1;6.956;0.719;0.724736104;0
2.49;6.91;1.882;-0.298178145;0
0;20.327;15.368;4.442831436;0
10.808;53.91;32.802;1.580964611;0
0;96.831;21.118;0.257048336;0
0;213.595;139.227;0.305503496;0
0;248.809;153.586;-0.163254793;0
0;212.086;155.97;-0.590815686;0
0;64.966;67.773;-0.069385386;0
0;70.304;76.135;0.596045405;0
89.326;159.439;108.692;-0.169140451;0
0.816;3.164;2.755;-0.166666667;0
0.962;0.696;0.842;-0.066666667;1
0.61;3.368;1.85;0.857142857;0
0.053;6.948;4.68;0.505147563;0
